human_ensembl_gene_id,human_accession,hgnc_symbol,mouse_ensembl_gene_id,external_gene_name,Description_prot,Coverage [%]_prot,# Peptides_prot,# PSMs_prot,# AAs_prot,Mmus_C57-6J_LVR_FLT_I_Rep1_M21_prot,Mmus_C57-6J_LVR_FLT_I_Rep2_M22_prot,Mmus_C57-6J_LVR_FLT_C_Rep1_M25_prot,Mmus_C57-6J_LVR_FLT_C_Rep2_M26_prot,Mmus_C57-6J_LVR_FLT_C_Rep3_M27_prot,Mmus_C57-6J_LVR_VIV_C_Rep1_M16_prot,Mmus_C57-6J_LVR_VIV_C_Rep2_M17_prot,RR1_GC_NASA_LVR_POOL_prot,RR1_GC_NASA+CASIS_LVR_POOL_prot,RR1_BA_CASIS_LVR_POOL_prot,Mmus_C57-6J_LVR_FLT_I_Rep1_M21.1_prot,Mmus_C57-6J_LVR_FLT_I_Rep2_M22.1_prot,Mmus_C57-6J_LVR_FLT_C_Rep1_M25.1_prot,Mmus_C57-6J_LVR_FLT_C_Rep2_M26.1_prot,Mmus_C57-6J_LVR_FLT_C_Rep3_M27.1_prot,Mmus_C57-6J_LVR_VIV_C_Rep1_M16.1_prot,Mmus_C57-6J_LVR_VIV_C_Rep2_M17.1_prot,RR1_GC_NASA_LVR_POOL.1_prot,RR1_GC_NASA+CASIS_LVR_POOL.1_prot,RR1_BA_CASIS_LVR_POOL.1_prot,Mmus_C57-6J_LVR_GC_I_Rep1_M31_rna,Mmus_C57-6J_LVR_GC_I_Rep2_M32_rna,Mmus_C57-6J_LVR_FLT_I_Rep1_M21_rna,Mmus_C57-6J_LVR_FLT_I_Rep2_M22_rna,Mmus_C57-6J_LVR_GC_C_Rep1_M36_rna,Mmus_C57-6J_LVR_GC_C_Rep2_M37_rna,Mmus_C57-6J_LVR_GC_C_Rep3_M38_rna,Mmus_C57-6J_LVR_GC_C_Rep4_M39_rna,Mmus_C57-6J_LVR_GC_C_Rep5_M40_rna,Mmus_C57-6J_LVR_FLT_C_Rep1_M25_rna,Mmus_C57-6J_LVR_FLT_C_Rep2_M26_rna,Mmus_C57-6J_LVR_FLT_C_Rep3_M27_rna,Mmus_C57-6J_LVR_FLT_C_Rep4_M28_rna,Mmus_C57-6J_LVR_FLT_C_Rep5_M30_rna
ENSG00000248098,P12694,BCKDHA,ENSMUSG00000060376,Bckdha,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=BCKDHA PE=1 SV=2",25,10,50,445,134.1,89.9,129.8,139.4,117.6,131.7,117.3,110.9,125.5,127.0,168.0,135.8,171.3,170.9,187.8,170.2,109.4,150.6,132.4,199.2,3749.49019980621,4232.10105662593,3617.4226005653,5286.58823263535,5695.27537711293,5304.54381125075,4657.39416666151,4628.30632322704,4174.06098036091,4818.35384408593,4249.76943945913,4703.22860152156,3613.27583524294,5174.10596945645
ENSG00000111885,P33908,MAN1A1,ENSMUSG00000003746,Man1a,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA OS=Homo sapiens OX=9606 GN=MAN1A1 PE=1 SV=3",3,2,4,653,29.9,17.5,44.7,68.4,32.7,40.4,42.3,245.4,42.1,270.7,50.1,41.5,98.3,60.1,55.2,51.9,50.0,57.2,46.5,87.2,7155.93897787864,7064.37696749413,5919.39529306149,6276.45765543381,4866.47871628174,2936.63794345588,3949.7422721397,3929.90869025616,4545.69517967276,5111.51063960364,3451.77433546457,4551.80982997554,3122.88694253236,4465.22386514781
ENSG00000117676,Q15418,RPS6KA1,ENSMUSG00000003644,Rps6ka1,Ribosomal protein S6 kinase alpha-1 OS=Homo sapiens OX=9606 GN=RPS6KA1 PE=1 SV=2,4,3,11,735,,,,,,,,,,,13.3,8.8,14.9,11.0,14.0,12.2,8.0,7.5,10.9,16.2,342.952851875012,268.668569119879,220.827593070523,198.323400375576,106.238174991535,165.786722888916,197.161441139485,295.183212787023,180.722188498084,171.907548429106,238.916382871044,169.786680089718,152.766266653797,161.451450705443
ENSG00000119812,Q8NCA5,FAM98A,ENSMUSG00000002017,Fam98a,Protein FAM98A OS=Homo sapiens OX=9606 GN=FAM98A PE=1 SV=2,4,2,8,518,44.3,27.9,52.1,61.9,51.8,57.1,52.2,37.4,52.2,46.8,,,,,,,,,,,441.852218211324,352.362060203468,308.284467697332,336.77898546796,297.624414780619,410.78714650571,386.28620196367,362.843027547519,420.047687240427,350.506647687337,466.87529895157,417.18504215748,417.782979371116,357.677608881621
ENSG00000124207,P55060,CSE1L,ENSMUSG00000002718,Cse1l,Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3,4,4,9,971,95.2,57.2,105.9,117.5,97.9,109.0,104.2,83.4,85.5,88.2,73.5,68.1,99.4,72.2,89.1,83.1,67.7,63.4,60.4,92.9,918.508088871959,886.093483851948,758.557004643358,534.219409653184,393.222442010492,393.13903863969,468.748810165017,393.728025074497,468.780525018445,533.960084893388,398.311896534878,494.200509063825,424.500995352433,482.293362449528
ENSG00000124587,Q13608,PEX6,ENSMUSG00000002763,Pex6,Peroxisomal ATPase PEX6 OS=Homo sapiens OX=9606 GN=PEX6 PE=1 SV=2,3,2,4,980,12.5,7.9,19.3,18.4,18.2,15.0,16.6,12.9,11.3,16.8,13.9,14.7,23.8,19.4,21.5,19.2,18.9,17.1,14.3,19.4,1879.66349801268,1878.88269427674,1605.31756290715,2464.51191117704,1544.74138550587,2442.90602580679,1882.06812910892,2739.89855298069,2080.94636861144,1356.06681380822,1254.76415902367,1542.80189362271,1751.51687248501,1902.22513605141
ENSG00000124713,Q14749,GNMT,ENSMUSG00000002769,Gnmt,Glycine N-methyltransferase OS=Homo sapiens OX=9606 GN=GNMT PE=1 SV=3,15,4,69,295,401.9,234.1,416.1,441.6,338.3,440.7,433.5,345.9,327.4,348.5,66.6,65.3,129.6,76.2,75.8,74.6,65.7,64.7,51.2,93.6,29661.7076849177,33559.3232276497,24854.5152049892,41190.8659517806,53616.5172251728,32901.1644631285,29915.7037010427,28376.9031577551,30831.2264945328,25165.0514249947,18608.492103337,27627.5657837435,24976.7450056478,26516.6386803762
ENSG00000125651,P35269,GTF2F1,ENSMUSG00000002658,Gtf2f1,General transcription factor IIF subunit 1 OS=Homo sapiens OX=9606 GN=GTF2F1 PE=1 SV=2,5,2,4,517,25.3,11.9,27.6,25.9,22.9,27.8,29.6,19.1,24.5,21.8,25.3,27.7,44.8,29.7,36.1,33.6,21.5,27.6,22.1,34.6,451.028392575493,348.970279126314,401.518115021659,425.083176128506,381.669559811857,373.762437064771,428.907502115639,395.092032279811,411.199373281409,450.780905782318,701.191367071695,381.510126391784,596.044264844239,334.405888926704
ENSG00000125656,Q16740,CLPP,ENSMUSG00000002660,Clpp,"ATP-dependent Clp protease proteolytic subunit, mitochondrial OS=Homo sapiens OX=9606 GN=CLPP PE=1 SV=1",9,3,12,277,21.1,17.3,23.1,31.1,27.4,22.6,28.1,19.7,21.7,28.7,78.1,68.4,93.0,77.1,78.2,75.1,55.2,75.8,56.2,103.7,701.777245242046,796.669253957719,742.616168449821,999.488310437111,1193.21206501462,1015.38414045117,1109.33908720836,1087.28813286605,1154.78898729936,1146.68361438787,1628.86163801828,1367.75237395683,1316.20611688633,1221.37547082621
ENSG00000130340,Q9Y5X1,SNX9,ENSMUSG00000002365,Snx9,Sorting nexin-9 OS=Homo sapiens OX=9606 GN=SNX9 PE=1 SV=1,5,3,7,595,61.3,32.9,42.1,49.5,51.0,50.2,54.2,41.5,47.6,49.7,48.4,40.7,57.1,49.2,49.2,43.5,36.4,44.4,31.4,58.1,1593.47759718562,1512.08699438765,1410.52457917826,1408.3083934373,892.514930210881,731.577954126432,773.560096736349,659.694205721284,915.940857614147,920.093900760361,644.825339539223,929.004851893035,755.863525596853,900.731203448768
ENSG00000131400,O96009,NAPSA,ENSMUSG00000002204,Napsa,Napsin-A OS=Homo sapiens OX=9606 GN=NAPSA PE=1 SV=1,4,2,7,420,67.1,32.4,48.3,42.6,62.4,63.5,54.6,51.9,38.9,59.8,74.9,76.7,117.2,81.4,83.3,76.9,63.2,71.7,44.7,97.7,18.1691245852615,25.252835317291,21.344791476444,12.6138422789427,42.4076769363091,25.8890074171647,37.3188123209105,59.3129745533804,23.8710512702349,32.0863828956147,64.67606223306,31.7428726713726,19.2970688281466,54.3627490051975
ENSG00000132581,Q99470,SDF2,ENSMUSG00000002064,Sdf2,Stromal cell-derived factor 2 OS=Homo sapiens OX=9606 GN=SDF2 PE=1 SV=2,15,2,3,211,51.8,32.3,33.6,51.6,42.2,49.9,48.6,41.4,40.9,40.6,,,,,,,,,,,454.137452156563,532.120979952549,523.546109502273,619.937827369639,759.542673252922,578.256012098543,559.607483685935,640.890771819899,581.834173067689,670.988286311126,623.074846376967,721.135676785103,492.162465832085,515.082506616757
ENSG00000136463,Q9BSH4,TACO1,ENSMUSG00000001983,Taco1,Translational activator of cytochrome c oxidase 1 OS=Homo sapiens OX=9606 GN=TACO1 PE=1 SV=1,7,2,10,297,58.8,31.0,56.9,76.1,46.7,62.2,55.3,48.9,49.7,61.5,73.2,62.5,104.1,102.6,55.3,79.8,83.4,94.9,38.7,112.9,370.607122692919,369.104247673208,332.134925708651,286.15395130106,131.935142339541,117.791785724706,114.60685063182,126.42924712852,137.403215659351,109.080918500799,101.842169249353,125.182809024598,125.148070666311,103.691581848068
ENSG00000137171,Q9NSK0,KLC4,ENSMUSG00000003546,Klc4,Kinesin light chain 4 OS=Homo sapiens OX=9606 GN=KLC4 PE=1 SV=3,7,3,5,619,43.2,26.5,59.9,58.1,42.7,47.8,50.2,39.5,40.7,37.9,84.4,78.7,135.1,97.4,116.6,98.6,90.2,88.4,71.1,120.9,1194.70384036785,1163.8945496002,921.101505083463,1394.33992591403,1154.21811164102,1429.17237661145,1127.90221239605,1164.95332280699,1365.98910021059,1270.27209709894,1049.28863503484,1058.47103033926,1276.02765664868,1425.5564048886
ENSG00000142534,P62280,RPS11,ENSMUSG00000003429,Rps11,40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=3,11,2,7,158,54.8,28.3,51.3,51.5,44.8,43.7,51.5,38.7,35.4,42.2,68.4,86.6,126.4,79.6,110.8,88.7,63.4,68.8,86.5,109.3,3625.25718379705,4082.04146598062,3596.81776533504,4128.44111041532,9369.21170944576,6663.83508617638,8339.45855760634,6706.45961639487,6770.74118327557,8870.1392080928,8813.3695636648,8931.13260299765,6277.09746159178,6899.74141923325
ENSG00000144028,O75643,SNRNP200,ENSMUSG00000003660,Snrnp200,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV=2,7,11,22,2136,96.5,56.8,128.6,127.0,106.4,111.1,101.7,83.5,98.1,89.0,28.4,28.5,51.9,25.6,35.6,29.7,24.9,30.9,24.1,38.1,1677.98866460198,1286.17101791264,1382.04885530079,1724.3958434451,1454.28185162021,1344.74621606131,1120.07948367956,1250.08805036971,1320.23426228728,983.498227724127,654.302108749467,1108.71655067695,1066.45052616736,1113.67686940365
ENSG00000162729,Q969P0,IGSF8,ENSMUSG00000038034,Igsf8,Immunoglobulin superfamily member 8 OS=Homo sapiens OX=9606 GN=IGSF8 PE=1 SV=1,2,2,8,613,75.3,61.2,80.0,88.8,85.9,85.2,79.8,64.0,72.8,75.0,108.7,105.6,146.1,127.9,130.5,128.7,100.5,111.0,84.3,151.3,147.601983755401,129.112412716151,177.867753329063,206.984673522226,139.139098579173,108.41266076503,175.495069147768,261.997145389075,132.247637704772,109.104349647749,139.327092211032,110.401224784771,111.077327734568,177.543230258104
ENSG00000240303,Q709F0,ACAD11,ENSMUSG00000090150,Acad11,Acyl-CoA dehydrogenase family member 11 OS=Homo sapiens OX=9606 GN=ACAD11 PE=1 SV=3,3,3,6,780,108.6,65.2,69.7,96.7,114.2,109.0,102.6,84.3,50.4,75.5,103.7,103.4,182.5,128.0,127.9,110.1,92.4,108.4,76.2,142.5,6965.34598142746,7004.5485142614,5418.70346000999,7001.05924409105,3122.60491933796,3690.69498483552,3693.759883463,3512.18899300224,4386.39322504194,2958.44239854044,1333.51191168683,2918.58359925968,2025.41136265513,3202.38504357736
ENSG00000105321,Q9Y3X0,CCDC9,ENSMUSG00000041375,Ccdc9,Coiled-coil domain-containing protein 9 OS=Homo sapiens OX=9606 GN=CCDC9 PE=1 SV=1,4,2,2,531,54.7,32.4,79.5,67.3,70.3,61.7,69.1,53.9,63.0,53.6,,,,,,,,,,,362.614076037582,393.045683795002,350.387177965321,370.336858841995,479.434826556022,651.159807036114,472.181800560443,491.133970416974,686.028652862029,562.840571855808,559.16833372955,469.920261418587,677.121942613513,554.781494699757
ENSG00000105372,P39019,RPS19,ENSMUSG00000040952,Rps19,40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2,15,2,10,145,66.6,41.4,90.2,86.0,72.5,72.1,73.0,63.4,65.2,66.4,51.0,44.3,78.4,54.0,69.6,57.9,51.1,58.2,47.5,71.6,2174.11481163727,2830.22597830531,2141.04294287752,2373.41810444544,6960.78207365094,5390.24021805163,5628.81524619154,5309.23855916712,4249.65662154547,5333.00550350296,5382.08208825479,5242.5198691137,3960.8575349458,4090.53572429931
ENSG00000106077,Q8NFV4,ABHD11,ENSMUSG00000040532,Abhd11,Protein ABHD11 OS=Homo sapiens OX=9606 GN=ABHD11 PE=1 SV=1,5,2,14,315,69.1,31.2,65.3,73.8,64.8,68.6,66.9,55.1,66.4,57.9,73.0,71.2,132.2,97.0,103.2,93.8,79.9,77.8,64.0,110.4,586.996804101965,695.029776801278,546.498870212005,718.14643716326,904.487763376738,927.702213917131,828.700830908009,813.680705063847,806.078194495476,906.42247445794,915.890596109806,840.880469534938,870.604178135749,903.191285574988
ENSG00000106682,Q15056,EIF4H,ENSMUSG00000040731,Eif4h,Eukaryotic translation initiation factor 4H OS=Homo sapiens OX=9606 GN=EIF4H PE=1 SV=5,20,4,7,248,16.4,15.7,24.6,25.6,18.0,16.2,27.5,13.5,19.9,17.1,16.9,16.3,34.3,20.1,24.8,23.8,26.0,18.5,24.1,24.6,2717.66210071314,2774.95589491883,2744.49435293268,3251.52418589283,1878.32682896308,1948.60426000245,1842.60735898347,1966.51696722127,2007.83447448605,1540.6237947128,1327.30388964782,1807.77349512114,1556.57818475276,1654.25170253568
ENSG00000119041,Q9Y5Q9,GTF3C3,ENSMUSG00000041303,Gtf3c3,General transcription factor 3C polypeptide 3 OS=Homo sapiens OX=9606 GN=GTF3C3 PE=1 SV=1,2,2,5,886,27.4,13.6,26.4,29.8,29.6,26.4,29.3,22.9,24.5,21.1,,,,,,,,,,,308.895495373542,249.522003677804,340.502473709853,253.822148106444,270.436698611611,253.408196359033,248.261652812308,218.845419513757,278.177098612972,331.583065524142,238.597557710859,267.905003798169,199.118043255699,243.346034570562
ENSG00000125743,P62316,SNRPD2,ENSMUSG00000040824,Snrpd2,Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens OX=9606 GN=SNRPD2 PE=1 SV=1,16,2,9,118,70.0,41.4,79.4,89.4,85.7,76.4,76.8,53.6,78.7,67.3,55.1,47.3,76.4,58.0,66.6,65.7,46.1,56.4,49.0,72.5,357.503131667484,406.341806832002,320.279485034991,418.964551916664,776.847925635917,664.405701813471,678.39633745556,707.764478922255,495.633781036418,690.15707209425,1050.88056132154,815.527688795852,749.650078295521,732.039777610552
ENSG00000125746,O95834,EML2,ENSMUSG00000040811,Eml2,Echinoderm microtubule-associated protein-like 2 OS=Homo sapiens OX=9606 GN=EML2 PE=1 SV=1,4,2,4,649,35.8,18.8,16.3,26.3,29.7,59.7,14.5,22.8,24.4,59.5,22.8,19.2,35.4,24.2,25.8,24.3,33.4,19.8,24.7,33.8,283.072989264638,294.969891500678,404.259879769826,267.837238698943,168.197359283409,159.06225425839,107.918629291128,137.286399845949,120.072623700557,124.871791401877,99.633868330867,139.462292102534,143.02192532848,121.699577691198
ENSG00000132382,Q9BQG0,MYBBP1A,ENSMUSG00000040463,Mybbp1a,Myb-binding protein 1A OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=2,1,2,5,1328,49.9,32.6,54.2,79.1,51.8,65.4,62.1,47.2,48.0,45.3,47.7,46.2,81.0,63.3,63.7,58.0,53.6,60.8,43.1,71.8,1067.62634090413,840.827198852386,1228.58118969527,818.796112587607,856.450445028066,808.824622687289,790.046784817911,712.680277376976,1004.92532062032,1109.24014646541,1204.19133826654,1198.3037174214,1221.99914515255,989.292285767691
ENSG00000142634,Q96C19,EFHD2,ENSMUSG00000040659,Efhd2,EF-hand domain-containing protein D2 OS=Homo sapiens OX=9606 GN=EFHD2 PE=1 SV=1,13,3,7,240,61.2,41.0,72.6,69.9,68.8,59.9,72.6,53.6,71.4,54.3,64.0,40.3,85.6,59.2,77.5,67.7,60.4,64.5,57.2,87.2,961.748554780827,835.139800267282,795.07149822554,937.255079037273,755.093264377883,774.707691249908,1080.08299122387,927.770750654748,1184.09268851356,939.676200693633,1018.42845638299,945.431510280386,712.707819920119,771.208789325784
ENSG00000067560,P61586,RHOA,ENSMUSG00000007815,Rhoa,Transforming protein RhoA OS=Homo sapiens OX=9606 GN=RHOA PE=1 SV=1,20,3,22,193,14.6,7.9,15.6,19.1,12.4,17.3,20.1,9.3,11.9,8.7,9.3,8.8,12.8,14.1,15.3,10.1,9.5,13.6,4.3,11.3,4098.66252384334,4123.54320045379,4065.58226625953,4394.54428263714,2572.43411335675,2044.1233015693,2396.00741707873,2269.63539106584,2250.95599277996,2633.32967988941,1824.14012411231,2771.93672081047,1952.32333574131,2172.02719249934
ENSG00000072210,P51648,ALDH3A2,ENSMUSG00000010025,Aldh3a2,Aldehyde dehydrogenase family 3 member A2 OS=Homo sapiens OX=9606 GN=ALDH3A2 PE=1 SV=1,2,2,5,485,99.0,64.0,46.0,130.8,86.0,106.5,101.1,83.7,65.9,89.8,94.0,110.6,137.0,146.1,104.0,111.3,89.9,116.5,63.1,137.8,6522.69180188316,7230.82151911139,4399.07777080484,6510.94706225193,6011.03050394635,11375.5147674254,7784.97880748093,9748.24160371245,8505.60454151159,5108.63112775523,3553.87177405112,5160.60882320487,4813.3002726232,7717.39413522584
ENSG00000079102,Q06455,RUNX1T1,ENSMUSG00000006586,Runx1t1,Protein CBFA2T1 OS=Homo sapiens OX=9606 GN=RUNX1T1 PE=1 SV=2,2,2,7,604,166.7,102.8,163.1,204.9,137.6,156.7,161.1,131.6,157.4,140.9,58.0,49.7,70.2,60.7,67.5,59.6,51.3,53.5,50.1,84.2,4.27175531208914,42.3948885705337,8.69674805576025,6.76056029003485,8.75185018636193,4.37914889544472,12.1510049001636,6.11037468330632,2.96627009133264,3.47296984331489,10.8886113254307,6.14275245744647,9.36761075803024,1.11303772190177
ENSG00000083312,Q92973,TNPO1,ENSMUSG00000009470,Tnpo1,Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2,3,2,6,898,35.0,14.5,26.7,37.2,28.5,39.1,27.3,25.5,28.3,28.0,20.3,14.2,31.9,26.0,25.7,25.9,19.2,22.0,15.6,27.1,2193.57876257564,2058.71167273768,2070.55013027042,1271.23536998801,1071.67877447571,1011.33418868956,1005.89794606836,886.67868209392,1199.24066040838,993.384728373975,773.948682883794,845.778151270761,794.902636224415,1098.19692990804
ENSG00000088247,Q92945,KHSRP,ENSMUSG00000007670,Khsrp,Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4,11,7,19,711,46.0,31.3,58.3,62.2,53.5,54.8,62.5,42.2,52.4,55.0,75.5,73.6,135.4,90.0,104.5,104.7,72.3,74.6,71.2,111.8,1289.57436684454,1047.82379897562,1185.64716332524,1145.03518960529,869.750285117515,1222.8801559061,999.410581035795,1156.91417451609,1184.37165470884,796.597574055072,765.665745884368,958.863518955036,1042.82212009369,969.439458321281
ENSG00000100280,Q10567,AP1B1,ENSMUSG00000009090,Ap1b1,AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=3,5,4,12,949,27.1,16.7,17.9,26.8,18.3,23.4,25.7,17.9,19.3,18.3,29.9,22.9,36.2,33.2,30.2,32.5,28.0,21.1,21.7,37.9,1464.09282078014,1226.75764815764,1510.15696554792,1000.36917144028,702.867839139597,645.664350627942,650.73440836304,749.113061391396,823.748440288569,765.282021946812,953.110219305931,832.189345132336,933.502094258743,664.207240635815
ENSG00000104695,P62714,PPP2CB,ENSMUSG00000009630,Ppp2cb,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Homo sapiens OX=9606 GN=PPP2CB PE=1 SV=1,40,8,29,309,18.0,10.1,22.7,23.3,17.6,20.4,19.2,15.2,21.1,15.6,57.2,44.3,70.1,60.3,59.6,56.6,70.1,54.8,42.3,69.5,630.943565103014,728.514211012528,613.652861772501,634.515016014871,354.575706529593,356.773208710243,391.573419016584,472.250652653583,385.941397669485,319.357543136137,251.679160525167,389.855223323824,349.990378461111,260.525226031733
ENSG00000105568,P30153,PPP2R1A,ENSMUSG00000007564,Ppp2r1a,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4,19,9,24,589,139.8,77.5,105.6,109.3,108.7,149.5,124.3,110.1,85.3,121.8,64.2,65.3,80.5,71.2,70.8,79.3,71.8,66.5,49.7,90.5,843.074699578085,851.17331671051,1152.76285009113,1104.7788257066,1252.72343598987,1146.97277317691,1179.24751434123,1012.42510608089,1004.20637553575,1146.6693061694,1562.15523580012,1310.39695249626,1315.83761687828,1206.39613732725
ENSG00000114784,O60739,EIF1B,ENSMUSG00000006941,Eif1b,Eukaryotic translation initiation factor 1b OS=Homo sapiens OX=9606 GN=EIF1B PE=1 SV=2,35,2,15,113,28.3,23.3,33.5,47.2,30.5,32.6,23.5,25.1,23.6,26.0,22.7,15.8,39.5,21.9,33.1,24.1,25.3,26.8,19.7,30.5,336.862127665766,351.396854430791,368.588295036182,400.314776290384,476.280089149218,312.022748613278,419.010980639488,379.546077318831,383.456901054163,513.127822669071,484.888819387582,522.199330559552,404.634283779114,348.081908546031
ENSG00000115484,P50991,CCT4,ENSMUSG00000007739,Cct4,T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4,16,8,23,539,128.7,69.0,135.5,140.7,118.9,132.4,118.8,90.9,114.5,95.0,68.2,66.3,102.0,74.3,81.9,78.8,66.2,65.4,67.1,95.1,2340.38429251908,2668.48739121829,1887.88499403668,2055.03440326288,1792.88588290281,1690.13061277083,1911.44533770386,1836.55124572854,1862.27265033617,1822.60369398164,1348.83474852868,1596.44072360434,1364.64233277018,1445.06992888332
ENSG00000116649,P19623,SRM,ENSMUSG00000006442,Srm,Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1,7,2,4,302,63.8,50.5,84.6,78.5,56.6,67.5,65.3,48.8,54.9,48.6,45.1,34.1,66.3,45.0,59.6,54.4,37.9,44.5,36.7,51.6,392.22723254445,219.460366370765,345.787239630356,373.77231014853,242.762447653718,270.052280511982,277.07423599657,231.14624083203,387.235283025486,250.509184828501,332.367700538706,307.320514652558,321.570566991829,214.040870425406
ENSG00000117118,P21912,SDHB,ENSMUSG00000009863,Sdhb,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHB PE=1 SV=3",18,4,20,280,39.2,24.7,38.4,48.5,31.9,31.5,39.3,31.6,36.1,40.2,80.7,75.0,105.9,99.0,113.7,104.5,80.5,82.8,63.4,109.8,3871.08746803639,5395.6547417813,3939.32487164703,5015.48131380838,7041.52609819856,4650.53301000329,5323.95774402464,4091.57165299553,5378.79309985388,5719.19035701058,5486.48631422705,6178.79124458303,4303.73569052762,5608.17868072519
ENSG00000117707,Q92786,PROX1,ENSMUSG00000010175,Prox1,Prospero homeobox protein 1 OS=Homo sapiens OX=9606 GN=PROX1 PE=1 SV=2,3,2,4,737,,,,,,,,,,,19.5,17.1,27.8,15.8,11.8,17.4,14.3,15.3,13.0,27.9,2537.48129311682,2161.17014242494,2426.17487754531,2084.72030766753,1999.4093508754,2725.29223585035,1863.64849159067,2114.11541310926,2878.15244357712,1581.81997601991,1868.01101658792,1845.50565177347,1885.12685112002,2833.66456030898
ENSG00000119541,O75351,VPS4B,ENSMUSG00000009907,Vps4b,Vacuolar protein sorting-associated protein 4B OS=Homo sapiens OX=9606 GN=VPS4B PE=1 SV=2,3,2,3,444,73.0,39.4,62.8,98.4,66.4,120.6,103.9,70.6,85.2,81.3,97.7,84.2,116.5,95.4,99.6,101.8,67.0,84.0,66.3,115.6,2247.03498040027,1789.35233803878,1931.26716471361,1841.56034613174,910.566948459702,817.100032064084,869.794577731749,837.440269550108,944.095305880464,974.225585075812,837.812233702735,1079.33864722204,816.244776013254,947.300514941918
ENSG00000123453,Q9UL12,SARDH,ENSMUSG00000009614,Sardh,"Sarcosine dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=SARDH PE=1 SV=1",11,10,102,918,450.4,240.5,328.9,391.0,327.5,366.4,354.3,285.2,243.5,300.9,446.6,436.9,499.3,534.9,584.5,525.7,367.6,416.1,285.2,550.2,17377.1024274901,17336.3938135382,15029.7437843352,23269.7977592909,18014.5029048856,16234.6268698561,17419.0933780589,13413.1166241147,19532.527059755,18425.7618462499,18867.6702079552,16672.1184751799,14066.0759227102,20568.2481944628
ENSG00000004059,P84085,ARF5,ENSMUSG00000020440,Arf5,ADP-ribosylation factor 5 OS=Homo sapiens OX=9606 GN=ARF5 PE=1 SV=2,16,3,13,180,138.4,127.9,198.0,247.1,164.4,199.5,198.4,156.6,147.3,147.6,155.5,139.7,296.8,171.2,206.6,204.5,153.2,170.4,129.7,203.7,1990.48458573134,2013.607134731,1774.99983064573,2761.36340918539,2968.57763121034,1856.81015259222,2253.30301739877,2282.8976072331,2183.06229082318,2609.99879587211,3337.72491944688,2857.85603293966,2501.0195460833,2457.56368749629
ENSG00000011028,Q9UBG0,MRC2,ENSMUSG00000020695,Mrc2,C-type mannose receptor 2 OS=Homo sapiens OX=9606 GN=MRC2 PE=1 SV=2,1,2,4,1479,14.1,5.1,78.8,85.6,47.7,41.9,53.2,31.6,53.6,40.5,31.5,25.1,88.6,58.3,144.9,116.8,63.0,65.2,75.8,111.3,36.431177175658,45.921871848764,96.7355568860621,10.6418627022863,12.091270924624,46.4548739323206,26.8748288888795,12.7985399114616,22.4737543815611,11.3202974862107,18.8815444851854,20.9783140837234,40.6512747105128,10.6300092460977
ENSG00000014641,P40925,MDH1,ENSMUSG00000020321,Mdh1,"Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4",6,2,35,334,70.0,47.5,91.0,87.7,85.8,83.8,90.0,62.3,80.1,77.1,81.9,74.2,139.1,93.9,119.8,111.4,106.6,91.1,76.8,121.8,14537.8725552558,16852.5484070195,13376.661917641,15116.0719718774,12476.1918503693,6949.30118681808,8426.00268701136,6784.34924217945,8855.91480033676,9474.50618493939,5957.76746886274,10446.3334053806,5279.17008865243,7659.06560223788
