Checked,Master,Accession,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Ratios: (NASA FLT) / (Pool),Ratios: (Ba Pool) / (Pool),Ratios: (FLT Pool) / (Pool),Ratio Standard Errors [%]: (NASA FLT) / (Pool),Ratio Standard Errors [%]: (Ba Pool) / (Pool),Ratio Standard Errors [%]: (FLT Pool) / (Pool),emPAI,# Peptides A2,# Cumulative Decoys A2,FDR A2,Confidence A2,|Log Prob| A2
False,IsMasterProtein,Q8CHK3,Lysophospholipid acyltransferase 7 OS=Mus musculus GN=Mboat7 PE=1 SV=1,4.65116279069767,1,1,1,1,473,53.4,8.69,0.97,0.78,0.63,27.2,,,,1,1,0.000240673886883273,Yellow,6.82317187761379
False,IsMasterProtein,Q5NBU8,XIAP-associated factor 1 OS=Mus musculus GN=Xaf1 PE=1 SV=3,7.32600732600733,2,3,2,1,273,31.096,8.54,1.31,1.05,1.37,36.11,5.72,34.64,,2,1,0.000240615976900866,Yellow,6.82083261254985
False,IsMasterProtein,Q9WUD0,Cytochrome P450 2B10 OS=Mus musculus GN=Cyp2b10 PE=1 SV=1,8.35030549898167,4,6,4,1,491,55.835,7.83,1.33,1.06,0.43,61.01,7.06,20.31,,4,1,0.000240558094779889,Yellow,6.8200845827901
False,IsMasterProtein,Q8BTX9,Inactive hydroxysteroid dehydrogenase-like protein 1 OS=Mus musculus GN=Hsdl1 PE=1 SV=1,3.93939393939394,1,1,1,1,330,36.844,8.48,1.34,0.72,1.0,46.55,,,,1,1,0.000240500240500241,Yellow,6.81880348714754
False,IsMasterProtein,Q3TFQ1,SPRY domain-containing protein 7 OS=Mus musculus GN=Spryd7 PE=1 SV=2,11.734693877551,2,2,2,1,196,21.667,6.7,1.3,1.05,1.07,28.54,13.78,18.53,,2,1,0.000240442414041837,Yellow,6.80640988946444
False,IsMasterProteinCandidate,Q3UBW1,SPRY domain-containing protein 7 OS=Mus musculus GN=Spryd7 PE=1 SV=1,14.1104294478528,2,2,2,1,163,17.975,8.48,1.3,1.05,1.07,28.54,13.78,18.53,,2,1,0.000240442414041837,Yellow,6.80640988946444
False,IsMasterProtein,Q9DB60,Prostamide/prostaglandin F synthase OS=Mus musculus GN=Fam213b PE=1 SV=1,25.3731343283582,5,6,5,1,201,21.656,6.74,0.94,0.79,0.96,27.08,42.62,14.26,,5,1,0.000240384615384615,Yellow,6.7962962292161
False,IsMasterProtein,Q63ZW7,InaD-like protein OS=Mus musculus GN=Inadl PE=1 SV=2,4.19847328244275,6,7,6,1,1834,198.394,4.97,1.12,1.05,0.51,40.45,18.83,35.66,,6,1,0.000240326844508532,Yellow,6.78253685576652
False,IsMasterProteinCandidate,Q8C079-3,Isoform 3 of Striatin-interacting protein 1 OS=Mus musculus GN=Strip1,4.7244094488189,4,4,4,1,762,86.83,5.66,1.09,0.81,1.09,23.21,3.77,18.95,,4,1,0.000240269101393561,Yellow,6.77848627416977
False,IsMasterProtein,Q8C079,Striatin-interacting protein 1 OS=Mus musculus GN=Strip1 PE=1 SV=2,4.3010752688172,4,4,4,1,837,95.524,6.25,1.09,0.81,1.09,23.21,3.77,18.95,,4,1,0.000240269101393561,Yellow,6.77848627416977
False,IsMasterProteinCandidate,Q3TJV7,Putative uncharacterized protein OS=Mus musculus GN=Rnf13 PE=2 SV=1,12.8608923884514,2,2,2,1,381,42.671,5.06,0.91,0.76,1.13,24.98,1.84,30.04,,2,1,0.000240211386019697,Yellow,6.77428517157005
False,IsMasterProtein,O54965,E3 ubiquitin-protein ligase RNF13 OS=Mus musculus GN=Rnf13 PE=1 SV=2,12.8608923884514,2,2,2,1,381,42.705,5.06,0.91,0.76,1.13,24.98,1.84,30.04,,2,1,0.000240211386019697,Yellow,6.77428517157005
False,IsMasterProtein,Q3UVU3,Zinc transporter 10 OS=Mus musculus GN=Slc30a10 PE=1 SV=1,10.4255319148936,3,4,3,1,470,50.878,7.02,0.87,0.85,0.88,22.77,,,,3,1,0.000240153698366955,Yellow,6.77426982474526
False,IsMasterProtein,Q3UHH4,Tripartite motif-containing protein 2 OS=Mus musculus GN=Trim2 PE=1 SV=1,8.67279894875164,5,7,4,1,761,83.264,7.25,1.76,1.59,1.93,69.6,91.79,64.43,,5,1,0.000240096038415366,Yellow,6.76281183458944
False,IsMasterProtein,O70481,E3 ubiquitin-protein ligase UBR1 OS=Mus musculus GN=Ubr1 PE=1 SV=2,9.61866818440524,12,12,12,1,1757,200.11,6.05,1.23,1.13,1.28,51.67,62.89,55.12,,12,1,0.000240038406144983,Yellow,6.76186575255367
False,IsMasterProteinCandidate,Q9CYI4-2,Isoform 2 of Putative RNA-binding protein Luc7-like 1 OS=Mus musculus GN=Luc7l,11.3207547169811,4,5,4,1,318,37.954,10.08,1.25,1.07,0.94,28.3,18.15,37.04,,4,1,0.000239980801535877,Yellow,6.75370194165465
False,IsMasterProtein,Q9CYI4,Putative RNA-binding protein Luc7-like 1 OS=Mus musculus GN=Luc7l PE=1 SV=2,9.70350404312669,4,5,4,1,371,43.907,9.88,1.25,1.07,0.94,28.3,18.15,37.04,,4,1,0.000239980801535877,Yellow,6.75370194165465
False,IsMasterProtein,Q5KU39,Vacuolar protein sorting-associated protein 41 homolog OS=Mus musculus GN=Vps41 PE=1 SV=1,5.74443141852286,4,4,4,1,853,98.539,5.81,1.5,1.06,1.2,52.84,30.27,50.11,,4,1,0.000239923224568138,Yellow,6.74412275634154
False,IsMasterProtein,P35285,Ras-related protein Rab-22A OS=Mus musculus GN=Rab22a PE=1 SV=2,31.9587628865979,3,3,3,1,194,21.788,8.15,0.84,0.72,0.69,26.3,,,,3,1,0.000239865675221876,Yellow,6.74190849996385
False,IsMasterProtein,Q8VCK7,Syncollin OS=Mus musculus GN=Sycn PE=1 SV=3,8.2089552238806,1,1,1,1,134,14.585,7.87,0.56,0.99,0.33,91.7,,,,1,1,0.000239808153477218,Yellow,6.7371669123841
False,IsMasterProtein,Q3UP42,"S100 calcium binding protein A9 (Calgranulin B), isoform CRA_a OS=Mus musculus GN=S100a9 PE=2 SV=1",23.8938053097345,3,6,3,1,113,13.04,7.17,0.96,0.92,1.13,15.16,15.02,3.86,,3,1,0.000239750659314313,Yellow,6.73442010173487
False,IsMasterProtein,Q3UCD4,Lipoprotein lipase OS=Mus musculus GN=Lpl PE=2 SV=1,16.6666666666667,5,6,5,1,474,53.035,7.68,1.26,1.05,1.56,90.67,37.44,27.01,,5,1,0.000239693192713327,Yellow,6.72945676448789
False,IsMasterProtein,Q9CQE3,"28S ribosomal protein S17, mitochondrial OS=Mus musculus GN=Mrps17 PE=1 SV=1",44.1666666666667,3,5,3,1,120,13.373,9.89,1.14,1.06,1.01,15.69,3.07,9.97,,3,1,0.000239635753654445,Yellow,6.7265558305202
False,IsMasterProteinCandidate,Q3UPH7-2,Isoform 2 of Rho guanine nucleotide exchange factor 40 OS=Mus musculus GN=Arhgef40,4.94579945799458,6,6,6,1,1476,160.898,5.64,1.02,0.91,1.29,37.82,12.86,51.91,,6,1,0.000239578342117873,Yellow,6.72474736574214
False,IsMasterProteinCandidate,Q3UPH7-3,Isoform 3 of Rho guanine nucleotide exchange factor 40 OS=Mus musculus GN=Arhgef40,4.96936691626957,6,6,6,1,1469,160.074,5.58,1.02,0.91,1.29,37.82,12.86,51.91,,6,1,0.000239578342117873,Yellow,6.72474736574214
False,IsMasterProtein,Q3UPH7,Rho guanine nucleotide exchange factor 40 OS=Mus musculus GN=Arhgef40 PE=1 SV=1,4.8121292023731,6,6,6,1,1517,165.03,5.55,1.02,0.91,1.29,37.82,12.86,51.91,,6,1,0.000239578342117873,Yellow,6.72474736574214
False,IsMasterProteinCandidate,Q3UPH7-6,Isoform 6 of Rho guanine nucleotide exchange factor 40 OS=Mus musculus GN=Arhgef40,4.96598639455782,6,6,6,1,1470,160.377,5.64,1.02,0.91,1.29,37.82,12.86,51.91,,6,1,0.000239578342117873,Yellow,6.72474736574214
False,IsMasterProtein,Q8R4U7,Leucine zipper protein 1 OS=Mus musculus GN=Luzp1 PE=1 SV=2,7.39700374531835,8,8,8,1,1068,119.239,7.99,1.07,0.85,1.07,32.52,18.36,16.26,,8,1,0.000239520958083832,Yellow,6.72443499100504
False,IsMasterProtein,Q8R2P1,Kelch-like protein 25 OS=Mus musculus GN=Klhl25 PE=2 SV=1,6.96095076400679,4,4,4,1,589,65.784,6.71,0.96,0.88,1.06,27.11,12.18,,,4,1,0.000239463601532567,Yellow,6.70378949290666
False,IsMasterProtein,P63011,Ras-related protein Rab-3A OS=Mus musculus GN=Rab3a PE=1 SV=1,17.2727272727273,3,3,2,1,220,24.954,5.03,1.02,0.92,1.1,19.92,,,,3,1,0.000239406272444338,Yellow,6.70291226681167
False,IsMasterProtein,Q91VE0,Long-chain fatty acid transport protein 4 OS=Mus musculus GN=Slc27a4 PE=1 SV=1,7.46500777604977,4,7,4,1,643,72.272,8.59,1.02,0.92,0.73,39.16,1.56,0.96,,4,1,0.000239348970799426,Yellow,6.69858716410151
False,IsMasterProtein,Q8R2T8,General transcription factor 3C polypeptide 5 OS=Mus musculus GN=Gtf3c5 PE=2 SV=2,14.0384615384615,6,6,6,1,520,60.463,6.73,0.8,0.69,0.87,36.86,22.08,4.44,,6,1,0.000239291696578129,Yellow,6.69555987620458
False,IsMasterProteinCandidate,Q8R2T8-2,Isoform 2 of General transcription factor 3C polypeptide 5 OS=Mus musculus GN=Gtf3c5,14.2023346303502,6,6,6,1,514,59.83,6.73,0.8,0.69,0.87,36.86,22.08,4.44,,6,1,0.000239291696578129,Yellow,6.69555987620458
False,IsMasterProtein,P97360,Transcription factor ETV6 OS=Mus musculus GN=Etv6 PE=1 SV=1,12.5773195876289,4,4,4,1,485,56.37,7.33,1.34,1.11,1.08,27.12,,,,4,1,0.000239234449760766,Yellow,6.69178125830778
False,IsMasterProtein,Q9CXD6,Mitochondrial calcium uniporter regulator 1 OS=Mus musculus GN=Mcur1 PE=1 SV=1,7.35294117647059,3,6,2,1,340,37.826,10.2,1.13,1.03,1.09,28.73,,,,3,1,0.000239177230327673,Yellow,6.69126744566954
False,IsMasterProtein,Q923G2,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Mus musculus GN=Polr2h PE=1 SV=3",22.6666666666667,3,4,3,1,150,17.132,4.68,0.88,0.81,1.05,21.87,3.89,16.44,,3,1,0.000239120038259206,Yellow,6.69045708169147
False,IsMasterProtein,Q8K182,Complement component C8 alpha chain OS=Mus musculus GN=C8a PE=1 SV=1,12.2657580919932,6,6,6,1,587,66.038,6.54,2.17,0.91,2.69,94.24,22.92,94.85,,6,1,0.00023906287353574,Yellow,6.68750653175129
False,IsMasterProtein,P97789-3,Isoform 3 of 5'-3' exoribonuclease 1 OS=Mus musculus GN=Xrn1,5.80912863070539,9,11,8,1,1687,191.295,7.4,0.91,0.79,0.96,25.0,15.75,14.15,,9,1,0.000239005736137667,Yellow,6.68627346600931
False,IsMasterProtein,Q3ULL6,Protein Upf3b OS=Mus musculus GN=Upf3b PE=1 SV=1,16.3135593220339,6,6,6,1,472,57.031,9.44,0.91,0.86,0.6,30.18,8.9,29.5,,6,1,0.0002389486260454,Yellow,6.68553986348723
False,IsMasterProtein,O89001,Carboxypeptidase D OS=Mus musculus GN=Cpd PE=1 SV=2,5.51924473493101,6,6,6,1,1377,152.31,6.18,1.03,1.2,1.07,39.91,9.26,14.09,,6,1,0.000238891543239369,Yellow,6.67900896652579
False,IsMasterProteinCandidate,P11672,Neutrophil gelatinase-associated lipocalin OS=Mus musculus GN=Lcn2 PE=1 SV=1,9.5,2,2,2,1,200,22.861,8.81,1.63,0.61,1.64,48.49,,3.2,,2,1,0.000238834487700024,Yellow,6.67330268403596
False,IsMasterProtein,Q60842,Chromosome 24p3 (Fragment) OS=Mus musculus PE=3 SV=1,6.71378091872792,2,2,2,1,283,31.653,8.41,1.63,0.61,1.64,48.49,,3.2,,2,1,0.000238834487700024,Yellow,6.67330268403596
False,IsMasterProteinCandidate,A0A0A6YW77,Neutrophil gelatinase-associated lipocalin (Fragment) OS=Mus musculus GN=Lcn2 PE=1 SV=1,7.01107011070111,2,2,2,1,271,30.987,9.38,1.63,0.61,1.64,48.49,,3.2,,2,1,0.000238834487700024,Yellow,6.67330268403596
False,IsMasterProtein,P62715,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Mus musculus GN=Ppp2cb PE=1 SV=1,4.20711974110032,1,1,1,1,309,35.552,5.43,,,,,,,,1,1,0.000238777459407832,Yellow,6.6621493581567
False,IsMasterProteinCandidate,Q9JMG7,Hepatoma-derived growth factor-related protein 3 OS=Mus musculus GN=Hdgfrp3 PE=1 SV=2,19.3069306930693,3,4,3,1,202,22.417,8.4,0.9,0.92,0.96,27.38,22.84,20.17,,3,1,0.00023872045834328,Yellow,6.65717856054637
False,IsMasterProteinCandidate,Q3TR90,Putative uncharacterized protein OS=Mus musculus GN=Hdgfrp3 PE=2 SV=1,21.9101123595506,3,4,3,1,178,19.81,8.81,0.9,0.92,0.96,27.38,22.84,20.17,,3,1,0.00023872045834328,Yellow,6.65717856054637
False,IsMasterProtein,Q9JMG7-2,Isoform 2 of Hepatoma-derived growth factor-related protein 3 OS=Mus musculus GN=Hdgfrp3,19.0243902439024,3,4,3,1,205,22.805,8.54,0.9,0.92,0.96,27.38,22.84,20.17,,3,1,0.00023872045834328,Yellow,6.65717856054637
False,IsMasterProtein,Q9R226,"KH domain-containing, RNA-binding, signal transduction-associated protein 3 OS=Mus musculus GN=Khdrbs3 PE=1 SV=1",8.38150289017341,2,2,2,1,346,38.784,8.1,0.88,0.62,1.01,30.3,42.98,26.48,,2,1,0.000238663484486874,Yellow,6.65481244208911
False,IsMasterProtein,Q80V26,Inositol monophosphatase 3 OS=Mus musculus GN=Impad1 PE=1 SV=1,19.6629213483146,5,5,5,1,356,38.592,6.47,1.12,1.29,0.78,45.89,,,,5,1,0.000238606537819136,Yellow,6.64023914194935
False,IsMasterProteinCandidate,Q9JKC7,AP-4 complex subunit mu-1 OS=Mus musculus GN=Ap4m1 PE=2 SV=1,5.79064587973274,2,3,2,1,449,49.479,6.64,0.91,0.85,0.86,30.47,28.53,7.37,,2,1,0.000238549618320611,Yellow,6.63961254006674
False,IsMasterProtein,Q8CD17,Putative uncharacterized protein OS=Mus musculus GN=Ap4m1 PE=2 SV=1,5.79064587973274,2,3,2,1,449,49.539,6.64,0.91,0.85,0.86,30.47,28.53,7.37,,2,1,0.000238549618320611,Yellow,6.63961254006674
False,IsMasterProteinCandidate,I7HIP8,Nuclear factor 1 OS=Mus musculus GN=Nfib PE=1 SV=1,25.9634888438134,5,5,5,1,493,55.089,9.03,1.03,0.9,1.35,24.53,5.43,,,5,1,0.000238492725971858,Yellow,6.63200897409595
False,IsMasterProteinCandidate,A2BG76,Nuclear factor 1 OS=Mus musculus GN=Nfib PE=1 SV=1,26.3374485596708,5,5,5,1,486,54.743,8.57,1.03,0.9,1.35,24.53,5.43,,,5,1,0.000238492725971858,Yellow,6.63200897409595
False,IsMasterProteinCandidate,Q6GSP7,Nuclear factor 1 OS=Mus musculus GN=Nfib PE=2 SV=1,30.4761904761905,5,5,5,1,420,47.442,8.87,1.03,0.9,1.35,24.53,5.43,,,5,1,0.000238492725971858,Yellow,6.63200897409595
False,IsMasterProtein,P97863,Nuclear factor 1 B-type OS=Mus musculus GN=Nfib PE=1 SV=2,22.4561403508772,5,5,5,1,570,63.467,8.66,1.03,0.9,1.35,24.53,5.43,,,5,1,0.000238492725971858,Yellow,6.63200897409595
False,IsMasterProteinCandidate,A2BG77,Nuclear factor 1 OS=Mus musculus GN=Nfib PE=1 SV=1,22.4956063268893,5,5,5,1,569,63.336,8.66,1.03,0.9,1.35,24.53,5.43,,,5,1,0.000238492725971858,Yellow,6.63200897409595
False,IsMasterProteinCandidate,P97863-2,Isoform 2 of Nuclear factor 1 B-type OS=Mus musculus GN=Nfib,26.2833675564682,5,5,5,1,487,54.874,8.57,1.03,0.9,1.35,24.53,5.43,,,5,1,0.000238492725971858,Yellow,6.63200897409595
False,IsMasterProteinCandidate,A2BG75,Nuclear factor 1 OS=Mus musculus GN=Nfib PE=1 SV=1,22.8571428571429,5,5,5,1,560,62.521,8.78,1.03,0.9,1.35,24.53,5.43,,,5,1,0.000238492725971858,Yellow,6.63200897409595
False,IsMasterProtein,Q9R0L7,A-kinase anchor protein 8-like OS=Mus musculus GN=Akap8l PE=1 SV=1,12.7725856697819,5,5,5,1,642,71.408,5.05,0.97,0.73,0.99,41.22,43.53,61.47,,5,1,0.000238435860753457,Yellow,6.62893429400561
False,IsMasterProtein,Q99JH8,ER lumen protein-retaining receptor 1 OS=Mus musculus GN=Kdelr1 PE=1 SV=1,14.1509433962264,3,3,3,1,212,24.544,8.62,1.14,1.02,0.63,38.01,0.46,8.01,,3,1,0.000238379022646007,Yellow,6.62748385690916
False,IsMasterProteinCandidate,Q9CR20,Immediate early response 3-interacting protein 1 OS=Mus musculus GN=Ier3ip1 PE=3 SV=1,24.390243902439,1,1,1,1,82,9.011,8.22,,,,,,,,1,1,0.000238322211630124,Yellow,6.61886488334944
False,IsMasterProtein,D6RI20,Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Mus musculus GN=Hdhd2 PE=4 SV=1,13.1578947368421,1,1,1,1,152,16.243,8.75,,,,,,,,1,1,0.000238322211630124,Yellow,6.61886488334944
False,IsMasterProtein,Q8R0T6,Adhesion G protein-coupled receptor G3 OS=Mus musculus GN=Adgrg3 PE=2 SV=3,2.76752767527675,1,1,1,1,542,60.034,6.28,1.44,,0.69,37.34,,,,1,1,0.000238265427686443,Yellow,6.61881529654489
False,IsMasterProtein,Q4VBG1,DEAD (Asp-Glu-Ala-Asp) box polypeptide 47 OS=Mus musculus GN=Ddx47 PE=2 SV=1,11.4285714285714,4,5,4,1,455,50.607,9.1,1.12,0.67,1.11,38.65,62.16,36.11,,4,1,0.000238208670795617,Yellow,6.61368442718825
False,IsMasterProtein,Q61687,Transcriptional regulator ATRX OS=Mus musculus GN=Atrx PE=1 SV=3,4.92730210016155,12,14,12,1,2476,278.414,6.68,0.93,0.85,1.03,24.55,23.06,16.89,,12,1,0.000238151940938319,Yellow,6.61282868298461
False,IsMasterProtein,P58501,PAX3- and PAX7-binding protein 1 OS=Mus musculus GN=Paxbp1 PE=1 SV=3,4.67899891186072,5,6,4,1,919,104.771,5.67,1.07,1.01,0.6,32.71,39.4,16.04,,5,1,0.000238095238095238,Yellow,6.61078035591093
False,IsMasterProteinCandidate,G3CE68,Vitamin K epoxide reductase complex subunit 1 (Fragment) OS=Mus musculus domesticus GN=Vkorc1 PE=4 SV=1,31.0344827586207,2,2,2,1,58,6.281,9.77,,,,,,,,2,1,0.000238038562247084,Yellow,6.60323197804774
False,IsMasterProteinCandidate,G3CDY6,Vitamin K epoxide reductase complex subunit 1 (Fragment) OS=Mus musculus domesticus GN=Vkorc1 PE=4 SV=1,31.0344827586207,2,2,2,1,58,6.265,9.77,,,,,,,,2,1,0.000238038562247084,Yellow,6.60323197804774
False,IsMasterProteinCandidate,G3CE70,"Vitamin K 2,3-epoxide reductase complex subunit 1 OS=Mus musculus domesticus GN=Vkorc1 PE=4 SV=1",11.1801242236025,2,2,2,1,161,17.756,9.14,,,,,,,,2,1,0.000238038562247084,Yellow,6.60323197804774
False,IsMasterProtein,G3BKB2,"Vitamin K 2,3-epoxide reductase complex subunit 1 OS=Mus musculus domesticus GN=Vkorc1 PE=4 SV=1",11.1801242236025,2,2,2,1,161,17.73,9.14,,,,,,,,2,1,0.000238038562247084,Yellow,6.60323197804774
False,IsMasterProtein,O35239,Tyrosine-protein phosphatase non-receptor type 9 OS=Mus musculus GN=Ptpn9 PE=1 SV=2,5.73355817875211,4,9,3,1,593,67.927,8.1,1.14,1.0,1.13,22.24,1.28,19.1,,4,1,0.000237981913374584,Yellow,6.59755977408478
False,IsMasterProtein,B2KF52,Uncharacterized protein C6orf106 homolog OS=Mus musculus GN=D17Wsu92e PE=4 SV=1,18.3050847457627,3,3,3,1,295,32.159,4.41,0.92,0.73,1.08,29.54,76.2,29.68,,3,1,0.000237925291458482,Yellow,6.59623638315804
False,IsMasterProteinCandidate,Q3TT38,Uncharacterized protein C6orf106 homolog OS=Mus musculus GN=D17Wsu92e PE=2 SV=2,18.5567010309278,3,3,3,1,291,32.061,4.48,0.92,0.73,1.08,29.54,76.2,29.68,,3,1,0.000237925291458482,Yellow,6.59623638315804
False,IsMasterProtein,P42230,Signal transducer and activator of transcription 5A OS=Mus musculus GN=Stat5a PE=1 SV=1,6.4312736443884,4,4,4,1,793,90.774,6.39,0.95,0.78,1.15,37.23,22.15,22.33,,4,1,0.000237868696479543,Yellow,6.59285351924599
False,IsMasterProtein,E9QL65,Conserved oligomeric Golgi complex subunit 3 OS=Mus musculus GN=Cog3 PE=1 SV=1,6.40096618357488,4,4,4,1,828,94.085,5.72,1.02,0.86,0.99,28.84,7.56,2.18,,4,1,0.000237812128418549,Yellow,6.58680801936466
False,IsMasterProteinCandidate,Q91ZM2-3,Isoform 3 of SH2B adapter protein 1 OS=Mus musculus GN=Sh2b1,7.03812316715543,3,4,3,1,682,72.022,5.99,1.01,1.05,1.31,32.47,,,,3,1,0.000237755587256301,Yellow,6.57852185111527
False,IsMasterProtein,Q91ZM2,SH2B adapter protein 1 OS=Mus musculus GN=Sh2b1 PE=1 SV=2,6.34920634920635,3,4,3,1,756,79.576,5.25,1.01,1.05,1.31,32.47,,,,3,1,0.000237755587256301,Yellow,6.57852185111527
False,IsMasterProteinCandidate,Q91ZM2-2,Isoform 2 of SH2B adapter protein 1 OS=Mus musculus GN=Sh2b1,7.16417910447761,3,4,3,1,670,70.811,5.8,1.01,1.05,1.31,32.47,,,,3,1,0.000237755587256301,Yellow,6.57852185111527
False,IsMasterProteinCandidate,Q91ZM2-6,Isoform 6 of SH2B adapter protein 1 OS=Mus musculus GN=Sh2b1,7.25075528700906,3,4,3,1,662,70.146,5.99,1.01,1.05,1.31,32.47,,,,3,1,0.000237755587256301,Yellow,6.57852185111527
False,IsMasterProteinCandidate,Q91ZM2-4,Isoform 4 of SH2B adapter protein 1 OS=Mus musculus GN=Sh2b1,6.62983425414365,3,4,3,1,724,77.546,8.13,1.01,1.05,1.31,32.47,,,,3,1,0.000237755587256301,Yellow,6.57852185111527
False,IsMasterProtein,Q7TNE3,Sperm-associated antigen 7 OS=Mus musculus GN=Spag7 PE=1 SV=1,16.2995594713656,4,4,4,1,227,25.905,7.43,0.76,0.61,0.86,35.01,33.94,31.55,,4,1,0.000237699072973615,Yellow,6.57845287286785
False,IsMasterProtein,Q9CYA6,Zinc finger CCHC domain-containing protein 8 OS=Mus musculus GN=Zcchc8 PE=1 SV=3,14.2454160789845,5,6,5,1,709,77.977,4.73,0.98,0.96,1.05,33.02,20.73,27.16,,5,1,0.000237642585551331,Yellow,6.57600536599055
False,IsMasterProteinCandidate,Q3TKH5,Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Zcchc8 PE=2 SV=1,14.4079885877318,5,6,5,1,701,77.017,4.69,0.98,0.96,1.05,33.02,20.73,27.16,,5,1,0.000237642585551331,Yellow,6.57600536599055
False,IsMasterProtein,Q9CWG9,Biogenesis of lysosome-related organelles complex 1 subunit 2 OS=Mus musculus GN=Bloc1s2 PE=1 SV=1,37.0629370629371,3,3,3,1,143,16.289,4.88,0.89,0.85,0.87,18.62,,,,3,1,0.000237586124970302,Yellow,6.57311467861254
False,IsMasterProtein,Q9QYF9,Protein NDRG3 OS=Mus musculus GN=Ndrg3 PE=1 SV=1,6.66666666666667,2,2,2,1,375,41.529,5.25,1.07,0.63,0.84,24.34,,,,2,1,0.000237529691211401,Yellow,6.57081660552684
False,IsMasterProtein,Q3THK3,General transcription factor IIF subunit 1 OS=Mus musculus GN=Gtf2f1 PE=1 SV=2,14.3700787401575,8,8,8,1,508,57.206,7.01,1.15,0.85,1.22,29.59,9.38,17.11,,8,1,0.000237473284255521,Yellow,6.56639620178783
False,IsMasterProteinCandidate,Q9QWY8-4,"Isoform 4 of Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 OS=Mus musculus GN=Asap1",6.97879858657244,7,7,6,1,1132,125.768,7.33,1.01,0.86,0.99,45.58,7.91,11.59,,7,1,0.000237416904083571,Yellow,6.56638362522142
False,IsMasterProteinCandidate,Q9QWY8-2,"Isoform 2 of Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 OS=Mus musculus GN=Asap1",7.24770642201835,7,7,6,1,1090,121.599,7.12,1.01,0.86,0.99,45.58,7.91,11.59,,7,1,0.000237416904083571,Yellow,6.56638362522142
False,IsMasterProtein,Q9QWY8,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 OS=Mus musculus GN=Asap1 PE=1 SV=2",6.88753269398431,7,7,6,1,1147,127.342,7.64,1.01,0.86,0.99,45.58,7.91,11.59,,7,1,0.000237416904083571,Yellow,6.56638362522142
False,IsMasterProteinCandidate,Q9QWY8-3,"Isoform 3 of Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 OS=Mus musculus GN=Asap1",6.96035242290749,7,7,6,1,1135,126.168,7.53,1.01,0.86,0.99,45.58,7.91,11.59,,7,1,0.000237416904083571,Yellow,6.56638362522142
False,IsMasterProtein,O70228,Probable phospholipid-transporting ATPase IIA OS=Mus musculus GN=Atp9a PE=1 SV=3,5.15759312320917,5,5,5,1,1047,118.532,7.69,0.93,0.87,1.21,37.57,33.0,14.93,,5,1,0.000237360550676478,Yellow,6.56308655218824
False,IsMasterProtein,Q8C5B4,Alpha-amylase OS=Mus musculus PE=2 SV=1,2.55905511811024,1,3,1,1,508,57.3,7.28,0.67,0.86,0.11,103.98,,,,1,1,0.000237304224015187,Yellow,6.55487740741493
False,IsMasterProtein,O88630,Golgi SNAP receptor complex member 1 OS=Mus musculus GN=Gosr1 PE=1 SV=2,18.8,4,6,4,1,250,28.472,9.29,,,,,,,,4,1,0.000237247924080664,Yellow,6.55248692890297
False,IsMasterProtein,P61967,AP-1 complex subunit sigma-1A OS=Mus musculus GN=Ap1s1 PE=1 SV=1,15.8227848101266,2,2,2,1,158,18.721,5.73,1.13,0.95,1.04,23.9,,,,2,1,0.00023719165085389,Yellow,6.54845490959739
False,IsMasterProteinCandidate,Q8K012-2,Isoform 2 of Formin-binding protein 1-like OS=Mus musculus GN=Fnbp1l,13.8181818181818,5,5,5,1,550,63.877,6.27,1.16,1.0,1.05,27.97,15.92,24.23,,5,1,0.000237135404315864,Yellow,6.54127104490307
False,IsMasterProtein,Q8K012,Formin-binding protein 1-like OS=Mus musculus GN=Fnbp1l PE=1 SV=2,12.5619834710744,5,5,5,1,605,69.842,6.64,1.16,1.0,1.05,27.97,15.92,24.23,,5,1,0.000237135404315864,Yellow,6.54127104490307
False,IsMasterProteinCandidate,O09117-2,Isoform 2 of Synaptophysin-like protein 1 OS=Mus musculus GN=Sypl1,8.64197530864197,3,3,3,1,243,26.733,7.72,1.05,0.9,0.81,28.88,1.1,9.26,,3,1,0.000237079184447606,Yellow,6.53173099578472
False,IsMasterProtein,O09117,Synaptophysin-like protein 1 OS=Mus musculus GN=Sypl1 PE=1 SV=2,8.04597701149425,3,3,3,1,261,28.881,8.79,1.05,0.9,0.81,28.88,1.1,9.26,,3,1,0.000237079184447606,Yellow,6.53173099578472
False,IsMasterProtein,Q6P4T0,Autophagy-related protein 2 homolog A OS=Mus musculus GN=Atg2a PE=1 SV=2,9.29989550679206,15,21,14,1,1914,210.807,6.06,1.01,0.76,1.03,38.39,12.79,45.78,,15,1,0.000237022991230149,Yellow,6.52376674976008
