Accession,Description,Coverage [%],# Peptides,# PSMs,# AAs,Mmus_C57-6J_LVR_FLT_I_Rep1_M21,Mmus_C57-6J_LVR_FLT_I_Rep2_M22,Mmus8_C57-6J_LVR_FLT_C_Rep1_M25,Mmus_C57-6J_LVR_FLT_C_Rep2_M26,Mmus_C57-6J_LVR_FLT_C_Rep3_M27,Mmus_C57-6J_LVR_VIV_C_Rep1_M16,Mmus_C57-6J_LVR_VIV_C_Rep2_M17,RR1_GC_NASA_LVR_POOL,RR1_GC_NASA+CASIS_LVR_POOL,RR1_BA_CASIS_LVR_POOL,Mmus_C57-6J_LVR_FLT_I_Rep1_M21,Mmus_C57-6J_LVR_FLT_I_Rep2_M22,Mmus_C57-6J_LVR_FLT_C_Rep1_M25,Mmus_C57-6J_LVR_FLT_C_Rep2_M26,Mmus_C57-6J_LVR_FLT_C_Rep3_M27,Mmus_C57-6J_LVR_VIV_C_Rep1_M16,Mmus_C57-6J_LVR_VIV_C_Rep2_M17,RR1_GC_NASA_LVR_POOL,RR1_GC_NASA+CASIS_LVR_POOL,RR1_BA_CASIS_LVR_POOL
P61158,Actin-related protein 3 OS=Homo sapiens OX=9606 GN=ACTR3 PE=1 SV=3,24,9,46,418,246.0,155.3,297.0,293.1,241.0,272.4,271.4,210.9,251.8,238.6,119.6,113.3,174.7,144.1,145.6,167.0,102.0,127.9,104.4,173.7
O15062,Zinc finger and BTB domain-containing protein 5 OS=Homo sapiens OX=9606 GN=ZBTB5 PE=1 SV=1,1,1,3,677,,,,,,,,,,,12.0,9.2,17.8,21.0,20.1,16.5,12.2,14.3,13.0,24.8
P21695,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic OS=Homo sapiens OX=9606 GN=GPD1 PE=1 SV=4",5,2,6,349,55.1,30.1,61.9,54.6,66.0,63.0,60.4,52.9,58.9,71.9,59.2,60.3,90.2,77.9,81.9,82.2,97.6,75.7,64.1,92.0
Q9UQC9,Calcium-activated chloride channel regulator 2 OS=Homo sapiens OX=9606 GN=CLCA2 PE=1 SV=2,1,1,1,943,,,,,,,,,,,15.8,14.6,20.5,13.2,19.2,22.1,16.9,15.6,15.3,25.4
P35542,Serum amyloid A-4 protein OS=Homo sapiens OX=9606 GN=SAA4 PE=1 SV=2,6,1,1,130,3.2,3.5,53.7,9.5,6.7,7.7,3.6,5.9,5.1,9.4,,,,,,,,,,
P52294,Importin subunit alpha-5 OS=Homo sapiens OX=9606 GN=KPNA1 PE=1 SV=3,5,2,10,538,,,,,,,,,,,65.9,55.1,56.3,75.3,54.5,69.4,63.4,63.2,53.4,102.1
E7EW31,Proline-rich basic protein 1 OS=Homo sapiens OX=9606 GN=PROB1 PE=2 SV=2,1,1,3,1015,10.5,17.9,21.5,19.5,14.8,17.2,15.9,13.9,9.0,23.5,28.6,31.3,32.9,30.3,31.8,29.7,22.9,24.8,23.1,36.4
Q5SSJ5,Heterochromatin protein 1-binding protein 3 OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1,2,1,3,553,,,,,,,,,,,29.9,37.7,45.1,38.9,37.9,44.2,27.8,37.1,19.9,41.6
P30876,DNA-directed RNA polymerase II subunit RPB2 OS=Homo sapiens OX=9606 GN=POLR2B PE=1 SV=1,1,1,1,1174,,,,,,,,,,,13.9,13.7,19.3,16.9,19.8,22.3,12.4,21.4,13.2,17.1
Q6UXN9,WD repeat-containing protein 82 OS=Homo sapiens OX=9606 GN=WDR82 PE=1 SV=1,6,2,3,313,15.8,9.3,16.7,17.6,19.3,17.7,15.4,12.8,18.6,18.7,116.7,102.1,181.1,129.4,132.6,141.8,103.2,127.7,95.0,154.2
P42574,Caspase-3 OS=Homo sapiens OX=9606 GN=CASP3 PE=1 SV=2,13,4,11,277,63.6,35.6,57.1,73.3,50.9,69.0,61.4,49.6,62.7,54.0,58.6,55.8,68.5,51.0,56.2,59.0,37.0,42.3,41.2,69.9
A3QJZ6,PRAME family member 22 OS=Homo sapiens OX=9606 GN=PRAMEF22 PE=3 SV=3,2,1,3,481,67.0,32.8,81.1,106.6,69.6,80.9,92.3,60.7,64.4,58.4,43.7,49.2,66.8,54.4,58.8,58.7,49.0,47.2,36.7,60.5
Q9P016,Thymocyte nuclear protein 1 OS=Homo sapiens OX=9606 GN=THYN1 PE=1 SV=1,3,1,7,225,328.1,208.2,323.3,426.2,320.5,336.6,310.0,268.7,272.2,291.1,129.7,114.6,177.0,141.7,152.2,138.4,108.9,121.6,94.5,164.2
Q8WX93,Palladin OS=Homo sapiens OX=9606 GN=PALLD PE=1 SV=3,3,4,8,1383,66.1,40.3,96.5,114.1,78.7,81.1,77.7,60.6,56.6,63.7,91.5,64.3,111.9,82.6,83.1,75.6,62.1,70.3,48.4,92.2
Q8N1G4,Leucine-rich repeat-containing protein 47 OS=Homo sapiens OX=9606 GN=LRRC47 PE=1 SV=1,11,5,12,583,26.4,17.5,28.6,28.2,25.1,28.9,26.4,18.7,28.6,25.7,37.6,34.2,58.2,48.8,51.1,43.9,37.0,36.0,31.2,53.7
Q15027,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ACAP1 PE=1 SV=1",1,1,3,740,,,,,,,,,,,95.8,90.1,152.6,111.2,123.4,144.6,89.0,104.3,97.6,136.5
Q9UI30,Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV=1,10,1,1,125,,,,,,,,,,,96.5,77.8,135.1,114.5,94.4,124.6,88.7,92.2,76.2,123.4
P36551,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial OS=Homo sapiens OX=9606 GN=CPOX PE=1 SV=3",7,3,18,454,61.2,42.2,59.3,85.3,65.1,70.3,70.8,52.7,60.7,52.1,36.7,31.0,57.7,48.3,56.0,39.7,41.4,40.5,29.9,51.0
Q13442,28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1,7,1,2,181,16.9,8.7,18.7,20.6,15.3,11.6,19.0,9.9,15.6,12.6,11.8,13.9,20.6,12.0,16.3,14.4,9.0,14.3,14.2,17.6
O43852,Calumenin OS=Homo sapiens OX=9606 GN=CALU PE=1 SV=2,7,2,7,315,12.4,11.6,25.0,23.0,13.7,16.0,19.1,15.9,12.7,11.1,112.7,86.1,158.3,99.3,122.2,119.9,84.7,101.6,88.4,119.7
Q14152,Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1,8,11,22,1382,90.8,56.5,42.7,47.3,44.7,54.6,44.5,57.6,35.2,41.6,74.1,57.0,116.3,87.3,89.1,98.2,81.1,78.7,79.6,113.4
P54646,5'-AMP-activated protein kinase catalytic subunit alpha-2 OS=Homo sapiens OX=9606 GN=PRKAA2 PE=1 SV=2,8,3,7,552,,,,,,,,,,,48.6,46.4,79.9,55.5,66.9,66.4,50.4,44.3,44.3,74.6
O94832,Unconventional myosin-Id OS=Homo sapiens OX=9606 GN=MYO1D PE=1 SV=2,1,1,1,1006,,,,,,,,,,,24.9,31.2,43.0,30.3,42.0,40.1,29.5,33.5,28.3,38.5
O95571,"Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens OX=9606 GN=ETHE1 PE=1 SV=2",5,1,3,254,41.6,21.1,42.9,53.0,43.5,48.8,47.8,36.3,31.6,29.9,26.9,29.8,32.3,31.6,31.3,25.3,18.2,19.6,17.4,35.6
P40925,"Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4",6,2,35,334,70.0,47.5,91.0,87.7,85.8,83.8,90.0,62.3,80.1,77.1,81.9,74.2,139.1,93.9,119.8,111.4,106.6,91.1,76.8,121.8
Q7Z3D6,"D-glutamate cyclase, mitochondrial OS=Homo sapiens OX=9606 GN=DGLUCY PE=1 SV=2",5,2,6,616,175.8,105.8,160.9,179.7,168.6,159.5,180.7,137.1,142.3,148.8,149.5,139.6,162.7,176.1,175.4,163.1,125.6,150.5,127.0,192.9
Q96A32,Myosin regulatory light chain 11 OS=Homo sapiens OX=9606 GN=MYL11 PE=1 SV=1,11,2,4,169,45.5,34.9,47.2,66.0,48.9,80.1,50.8,175.5,52.3,215.3,6.3,6.7,7.2,27.4,24.3,16.6,514.5,75.2,28.2,72.4
Q6ZUI0,Tumor protein p63-regulated gene 1 protein OS=Homo sapiens OX=9606 GN=TPRG1 PE=1 SV=1,3,1,16,275,372.5,217.4,368.1,365.4,391.0,402.7,427.0,294.8,344.3,337.2,288.3,239.6,381.0,238.1,309.9,315.2,196.7,230.3,206.0,309.9
P35606,Coatomer subunit beta' OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2,13,10,21,906,62.0,37.3,83.3,90.8,77.6,69.7,67.8,54.5,59.8,57.2,65.4,59.2,90.3,70.4,74.2,78.1,68.2,71.4,49.9,86.2
Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S OS=Homo sapiens OX=9606 GN=CACNA1S PE=1 SV=4,1,1,1,1873,,,,,,,,,,,149.0,124.7,137.6,109.8,97.6,124.7,59.2,100.0,103.3,157.4
Q9BYZ6,Rho-related BTB domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RHOBTB2 PE=1 SV=2,1,1,5,727,639.3,407.7,654.7,799.0,647.3,558.5,650.2,497.0,582.8,480.9,390.4,376.4,521.1,408.9,445.7,396.7,303.0,373.8,315.2,411.3
Q99613,Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1,16,13,28,913,67.1,27.4,99.6,124.6,81.5,85.0,95.4,61.0,80.5,77.2,76.6,61.9,120.9,83.5,92.3,86.0,81.1,73.0,80.4,118.2
P00505,"Aspartate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=GOT2 PE=1 SV=3",10,4,30,430,118.0,71.6,84.3,115.7,96.4,100.4,98.5,87.6,89.2,91.5,94.8,89.0,111.3,98.0,108.1,104.6,89.4,92.8,83.0,140.8
P39748,Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1,2,1,2,380,,,,,,,,,,,19.1,20.4,31.4,17.3,20.9,23.5,13.1,20.2,15.9,25.4
Q5JRX3,"Presequence protease, mitochondrial OS=Homo sapiens OX=9606 GN=PITRM1 PE=1 SV=3",3,2,6,1037,217.2,136.5,139.1,173.8,164.8,186.2,163.2,165.7,157.6,181.9,35.9,41.9,55.6,44.2,37.8,43.4,29.4,45.8,32.5,63.6
Q9UK45,U6 snRNA-associated Sm-like protein LSm7 OS=Homo sapiens OX=9606 GN=LSM7 PE=1 SV=1,8,1,1,103,,,,,,,,,,,47.8,45.0,67.0,55.1,52.0,61.8,41.9,45.4,41.1,72.0
P34896,"Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=SHMT1 PE=1 SV=1",12,6,39,483,45.3,27.3,41.4,53.7,48.4,51.9,56.6,43.2,50.5,50.4,65.1,61.2,86.4,81.5,78.0,81.9,80.3,70.0,60.6,92.9
Q9UJ41,Rab5 GDP/GTP exchange factor OS=Homo sapiens OX=9606 GN=RABGEF1 PE=1 SV=3,2,1,2,491,,,,,,,,,,,9.1,8.5,15.9,9.6,8.2,11.9,13.9,9.5,10.6,15.8
P17480,Nucleolar transcription factor 1 OS=Homo sapiens OX=9606 GN=UBTF PE=1 SV=1,4,3,4,764,,,,,,,,,,,8.6,10.9,17.7,10.5,11.6,13.0,10.7,8.6,11.7,15.1
Q6L9W6,"Beta-1,4-N-acetylgalactosaminyltransferase 3 OS=Homo sapiens OX=9606 GN=B4GALNT3 PE=1 SV=2",1,1,3,998,149.6,88.8,183.1,219.1,158.3,142.3,144.9,128.4,115.3,127.9,145.7,112.0,221.3,147.7,146.6,154.6,128.5,133.3,98.9,159.9
Q14980,Nuclear mitotic apparatus protein 1 OS=Homo sapiens OX=9606 GN=NUMA1 PE=1 SV=2,2,4,9,2115,48.5,33.4,66.6,60.4,58.6,59.7,56.9,51.0,58.7,53.6,137.0,127.9,235.0,169.6,182.3,194.4,141.4,164.4,139.2,216.7
Q9BQB6,Vitamin K epoxide reductase complex subunit 1 OS=Homo sapiens OX=9606 GN=VKORC1 PE=1 SV=1,8,1,3,163,33.1,17.6,24.2,42.3,24.8,27.1,29.2,23.6,22.3,20.8,13.6,13.4,19.4,17.2,22.1,14.3,14.1,11.8,10.4,19.7
Q96DN2,von Willebrand factor C and EGF domain-containing protein OS=Homo sapiens OX=9606 GN=VWCE PE=1 SV=2,1,1,1,955,159.2,97.6,257.4,334.3,218.1,233.1,225.7,145.7,198.2,148.7,,,,,,,,,,
P23284,Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2,5,1,4,216,50.7,29.5,60.8,62.2,40.9,57.7,56.7,35.5,51.2,41.8,36.7,27.1,55.4,37.6,41.5,39.5,28.5,28.8,27.2,42.9
Q08170,Serine/arginine-rich splicing factor 4 OS=Homo sapiens OX=9606 GN=SRSF4 PE=1 SV=2,6,3,10,494,22.2,11.4,30.3,25.4,28.1,27.6,23.2,19.3,22.5,22.7,6.5,8.3,14.1,16.1,9.6,16.2,9.6,10.7,7.7,15.0
P00751,Complement factor B OS=Homo sapiens OX=9606 GN=CFB PE=1 SV=2,2,1,2,764,11.3,10.1,11.7,16.8,12.2,20.3,18.3,17.0,14.6,13.0,39.2,28.8,29.3,33.9,30.5,30.3,21.2,25.8,28.6,37.2
O60522,Tudor domain-containing protein 6 OS=Homo sapiens OX=9606 GN=TDRD6 PE=2 SV=2,0,1,5,2096,71.8,40.8,69.8,60.2,67.3,70.5,58.3,58.6,55.9,65.0,102.7,87.6,93.7,95.2,89.8,93.9,72.4,86.1,57.1,101.0
P35858,Insulin-like growth factor-binding protein complex acid labile subunit OS=Homo sapiens OX=9606 GN=IGFALS PE=1 SV=1,2,1,2,605,12.0,12.0,21.8,11.8,10.5,6.6,10.7,9.0,11.4,7.1,20.7,14.3,17.5,18.0,15.5,18.2,8.1,12.2,14.3,21.0
Q0VDG4,Secernin-3 OS=Homo sapiens OX=9606 GN=SCRN3 PE=1 SV=1,3,1,2,424,18.1,12.7,18.0,16.8,8.7,12.4,18.8,15.1,10.0,15.5,,,,,,,,,,
Q05707,Collagen alpha-1(XIV) chain OS=Homo sapiens OX=9606 GN=COL14A1 PE=1 SV=3,0,1,2,1796,90.7,53.3,119.8,139.6,109.3,129.9,130.3,93.9,128.8,136.3,69.3,41.7,102.5,60.0,62.6,123.7,67.4,82.6,74.7,94.0
Q5SVZ6,Zinc finger MYM-type protein 1 OS=Homo sapiens OX=9606 GN=ZMYM1 PE=1 SV=1,1,1,2,1142,80.0,43.5,52.0,60.4,60.8,64.4,66.8,58.7,48.9,53.6,93.5,102.0,126.7,99.2,114.1,97.9,74.3,98.1,88.7,138.9
O75643,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV=2,7,11,22,2136,96.5,56.8,128.6,127.0,106.4,111.1,101.7,83.5,98.1,89.0,28.4,28.5,51.9,25.6,35.6,29.7,24.9,30.9,24.1,38.1
Q92544,Transmembrane 9 superfamily member 4 OS=Homo sapiens OX=9606 GN=TM9SF4 PE=1 SV=2,3,3,6,642,64.8,39.7,76.0,128.6,82.1,93.7,84.1,67.9,82.0,79.8,77.7,72.2,153.8,100.4,100.3,116.2,120.9,104.9,109.4,139.3
Q6YHU6,Thyroid adenoma-associated protein OS=Homo sapiens OX=9606 GN=THADA PE=1 SV=1,0,1,3,1953,229.9,142.9,210.3,253.8,208.0,201.5,214.5,163.1,194.4,164.7,268.9,256.0,335.1,265.1,297.8,278.2,218.9,243.5,206.7,299.8
Q9UKN7,Unconventional myosin-XV OS=Homo sapiens OX=9606 GN=MYO15A PE=1 SV=2,0,1,4,3530,120.0,80.0,92.2,197.4,92.3,137.1,129.5,97.3,92.9,98.1,245.9,216.8,361.1,292.5,240.5,237.5,200.9,226.1,153.1,274.6
P07951,Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1,24,10,72,284,7.2,3.0,8.0,18.6,11.3,7.2,13.1,16.7,9.5,21.6,3.5,3.7,6.7,9.1,10.8,12.9,151.4,24.7,6.8,26.4
Q9BWF3,RNA-binding protein 4 OS=Homo sapiens OX=9606 GN=RBM4 PE=1 SV=1,2,1,1,364,104.0,62.6,129.7,123.0,124.6,140.8,127.2,97.1,120.7,122.3,,,,,,,,,,
Q9NR46,Endophilin-B2 OS=Homo sapiens OX=9606 GN=SH3GLB2 PE=1 SV=1,6,2,3,395,32.8,20.7,38.2,42.7,35.7,37.3,38.2,30.0,37.4,34.8,22.5,26.3,35.1,29.6,31.8,35.7,26.1,31.7,27.3,41.2
O14983,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 OS=Homo sapiens OX=9606 GN=ATP2A1 PE=1 SV=1,7,6,15,1001,7.8,7.5,11.2,15.5,6.9,14.3,14.5,195.1,,142.5,29.2,37.0,49.6,39.8,50.1,41.9,393.1,93.7,50.0,129.3
O00754,Lysosomal alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN2B1 PE=1 SV=3,1,1,3,1011,88.8,41.8,86.0,94.8,78.8,92.4,78.9,70.3,80.9,92.5,60.1,52.0,50.2,59.3,71.5,78.9,48.3,53.5,43.6,67.7
Q9BTE3,Mini-chromosome maintenance complex-binding protein OS=Homo sapiens OX=9606 GN=MCMBP PE=1 SV=2,2,1,1,642,,,,,,,,,,,10.8,10.2,16.3,15.4,10.0,15.9,12.9,15.7,11.2,20.0
O43933,Peroxisomal ATPase PEX1 OS=Homo sapiens OX=9606 GN=PEX1 PE=1 SV=1,2,3,5,1283,48.0,25.3,47.0,47.1,60.6,44.7,48.2,34.7,46.9,41.8,47.1,46.3,69.7,52.0,57.3,50.6,50.5,51.1,38.4,64.2
P83881,60S ribosomal protein L36a OS=Homo sapiens OX=9606 GN=RPL36A PE=1 SV=2,8,1,5,106,145.0,80.5,104.4,130.5,97.6,104.0,116.6,63.1,84.8,61.2,113.3,113.2,78.5,90.3,103.0,110.3,54.8,40.1,78.7,90.5
Q01831,DNA repair protein complementing XP-C cells OS=Homo sapiens OX=9606 GN=XPC PE=1 SV=4,1,1,5,940,,,,,,,,,,,36.4,39.9,30.2,33.7,30.6,32.0,30.5,29.0,20.3,34.1
P28356,Homeobox protein Hox-D9 OS=Homo sapiens OX=9606 GN=HOXD9 PE=1 SV=5,2,1,10,352,199.8,127.8,194.0,280.4,189.4,227.3,247.6,173.9,181.9,188.2,112.3,101.2,177.4,145.9,141.7,153.6,110.0,124.2,88.3,166.3
Q08426,Peroxisomal bifunctional enzyme OS=Homo sapiens OX=9606 GN=EHHADH PE=1 SV=3,2,2,7,723,106.6,64.7,92.1,117.5,153.9,162.0,139.7,107.6,116.5,120.4,253.4,233.1,458.3,279.2,354.8,324.5,237.5,274.2,221.5,335.5
Q9UNA1,Rho GTPase-activating protein 26 OS=Homo sapiens OX=9606 GN=ARHGAP26 PE=1 SV=1,1,1,1,814,46.1,28.1,46.8,54.5,47.1,50.3,52.2,43.4,37.8,50.3,,,,,,,,,,
P08754,Guanine nucleotide-binding protein G(i) subunit alpha-3 OS=Homo sapiens OX=9606 GN=GNAI3 PE=1 SV=3,3,1,1,354,,,,,,,,,,,51.4,47.6,102.4,57.5,65.5,73.3,42.1,50.6,40.5,73.2
Q7L014,Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=2,8,8,15,1031,19.0,13.1,24.8,27.4,22.2,21.5,16.8,17.4,23.3,19.1,46.1,35.7,55.0,38.0,43.3,54.3,41.1,45.0,30.4,55.0
O95613,Pericentrin OS=Homo sapiens OX=9606 GN=PCNT PE=1 SV=4,0,1,2,3336,67.1,41.7,36.9,43.9,45.8,55.5,42.7,43.2,37.5,53.1,68.1,66.3,103.3,91.8,95.5,132.3,76.6,111.5,76.7,141.9
Q6P4I2,WD repeat-containing protein 73 OS=Homo sapiens OX=9606 GN=WDR73 PE=1 SV=1,2,1,6,378,30.9,24.4,23.0,34.4,34.2,30.5,31.4,28.5,31.4,32.1,33.7,39.6,58.2,53.3,50.1,43.5,35.1,39.1,36.3,56.1
O95340,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 OS=Homo sapiens OX=9606 GN=PAPSS2 PE=1 SV=2,21,9,30,614,98.9,52.9,73.5,78.9,61.3,77.0,81.1,56.6,61.7,55.3,115.0,113.1,137.3,132.8,126.5,126.9,93.6,115.0,76.0,128.3
Q8IUZ5,5-phosphohydroxy-L-lysine phospho-lyase OS=Homo sapiens OX=9606 GN=PHYKPL PE=1 SV=1,3,1,1,450,,,,,,,,,,,37.9,33.1,55.0,41.4,53.2,44.2,41.0,43.9,30.7,45.8
Q9NYU2,UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens OX=9606 GN=UGGT1 PE=1 SV=3,4,5,9,1555,37.5,28.1,34.6,48.8,28.5,33.5,42.5,27.4,32.7,27.5,25.7,24.6,41.7,22.5,28.2,27.8,20.3,22.9,17.8,37.5
Q96C19,EF-hand domain-containing protein D2 OS=Homo sapiens OX=9606 GN=EFHD2 PE=1 SV=1,13,3,7,240,61.2,41.0,72.6,69.9,68.8,59.9,72.6,53.6,71.4,54.3,64.0,40.3,85.6,59.2,77.5,67.7,60.4,64.5,57.2,87.2
Q96AJ1,Clusterin-associated protein 1 OS=Homo sapiens OX=9606 GN=CLUAP1 PE=1 SV=4,2,1,2,413,15.9,13.1,22.1,26.9,15.0,12.8,11.5,10.2,12.2,14.1,26.0,17.8,35.6,21.4,19.1,17.7,18.5,22.8,19.9,26.5
Q15006,ER membrane protein complex subunit 2 OS=Homo sapiens OX=9606 GN=EMC2 PE=1 SV=1,12,3,10,297,60.0,31.1,61.5,60.1,50.7,53.8,51.1,45.3,49.0,50.2,13.4,11.4,20.7,14.7,15.7,18.8,12.5,12.3,11.8,18.0
Q9BPW8,Protein NipSnap homolog 1 OS=Homo sapiens OX=9606 GN=NIPSNAP1 PE=1 SV=1,11,4,16,284,71.3,38.7,57.4,77.3,67.8,78.1,66.7,59.6,69.5,61.1,52.6,52.3,65.9,61.2,62.0,65.7,44.3,57.0,52.3,71.2
Q9Y3B3,Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TMED7 PE=1 SV=2,4,1,4,224,210.1,114.2,209.0,321.7,179.1,240.2,228.4,168.1,147.6,169.9,181.4,133.6,298.1,225.3,193.4,224.3,131.7,190.0,129.1,257.8
O75122,CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=3,1,2,9,1294,21.9,16.0,14.5,18.1,15.7,18.9,16.9,21.1,15.4,20.8,22.0,20.0,26.5,16.4,20.9,22.0,16.5,21.3,8.9,23.4
Q14019,Coactosin-like protein OS=Homo sapiens OX=9606 GN=COTL1 PE=1 SV=3,21,3,5,142,144.4,158.5,189.9,215.7,154.7,167.7,144.8,137.7,147.5,157.6,114.7,115.1,219.0,132.2,161.7,165.3,116.7,155.3,104.9,179.9
P14618,Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4,15,7,38,531,66.3,44.0,89.4,101.5,88.2,75.3,95.4,84.9,87.5,77.9,89.6,76.0,167.5,105.5,142.1,138.5,193.4,114.6,93.4,162.1
Q8NAF0,Zinc finger protein 579 OS=Homo sapiens OX=9606 GN=ZNF579 PE=1 SV=2,1,1,6,562,78.4,93.3,120.3,184.1,162.4,165.7,154.9,122.2,115.2,159.0,149.4,171.4,214.7,249.3,236.9,236.8,188.3,252.6,142.3,317.2
Q9NYL4,Peptidyl-prolyl cis-trans isomerase FKBP11 OS=Homo sapiens OX=9606 GN=FKBP11 PE=1 SV=1,4,1,1,201,26.5,23.6,23.3,49.1,28.5,30.5,37.2,23.3,27.2,24.0,,,,,,,,,,
Q02978,Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=3,6,2,3,314,139.1,36.8,82.6,114.1,82.7,109.9,102.7,77.9,81.2,85.1,192.4,182.1,134.5,152.7,116.9,114.7,115.0,102.6,62.3,151.6
Q9UQE7,Structural maintenance of chromosomes protein 3 OS=Homo sapiens OX=9606 GN=SMC3 PE=1 SV=2,10,9,18,1217,64.4,43.6,77.2,81.6,73.5,67.3,74.8,52.3,73.4,70.4,84.0,84.1,111.7,108.4,105.9,101.9,76.2,91.1,67.5,114.7
Q8N2Y8,AP-4 complex accessory subunit RUSC2 OS=Homo sapiens OX=9606 GN=RUSC2 PE=1 SV=3,0,1,4,1516,319.3,206.1,300.9,248.1,343.5,363.0,333.9,272.7,291.5,297.2,248.8,269.7,440.8,361.8,346.7,360.1,326.0,285.8,255.7,385.0
Q0IIN9,Putative uncharacterized protein ZNF252P-AS1 OS=Homo sapiens OX=9606 GN=ZNF252P-AS1 PE=5 SV=1,4,1,3,211,30.3,11.6,43.7,156.8,53.6,76.0,83.6,60.5,78.9,103.2,16.2,12.1,54.4,27.6,39.2,50.0,20.6,39.6,25.8,54.1
Q9Y2B0,Protein canopy homolog 2 OS=Homo sapiens OX=9606 GN=CNPY2 PE=1 SV=1,26,4,23,182,97.7,49.9,70.7,113.3,87.9,106.1,99.2,73.2,98.1,85.0,78.7,66.5,96.0,76.3,73.4,74.9,60.2,64.6,61.9,95.5
P12268,Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2,15,4,10,514,86.0,49.4,102.5,105.4,101.6,107.2,96.3,80.2,105.9,92.5,37.8,36.2,58.7,44.5,54.9,52.1,42.1,38.3,38.8,58.0
Q6UXR4,Putative serpin A13 OS=Homo sapiens OX=9606 GN=SERPINA13P PE=5 SV=1,2,1,1,307,96.6,63.6,82.6,100.6,101.9,108.4,100.8,83.9,114.7,97.7,,,,,,,,,,
Q9UKM9,RNA-binding protein Raly OS=Homo sapiens OX=9606 GN=RALY PE=1 SV=1,2,1,1,306,,,,,,,,,,,80.4,78.5,152.9,94.9,96.5,101.3,92.1,116.9,66.2,125.9
Q14CM0,FERM and PDZ domain-containing protein 4 OS=Homo sapiens OX=9606 GN=FRMPD4 PE=1 SV=1,1,1,22,1322,84.8,66.3,114.1,111.1,87.7,103.7,98.5,75.5,80.5,86.7,16.9,11.6,21.6,15.2,16.2,14.8,13.2,14.0,9.1,20.4
P53621,Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2,14,15,40,1224,138.4,85.9,132.2,175.7,128.8,148.8,132.6,113.1,106.7,117.7,158.2,137.9,247.0,170.8,177.6,184.6,124.5,139.5,103.5,185.1
P56199,Integrin alpha-1 OS=Homo sapiens OX=9606 GN=ITGA1 PE=1 SV=2,1,2,2,1179,54.6,24.9,37.4,74.5,52.7,60.7,61.6,34.8,48.8,45.0,85.8,90.4,186.5,136.8,120.7,137.0,102.2,107.8,66.1,135.9
P05976,"Myosin light chain 1/3, skeletal muscle isoform OS=Homo sapiens OX=9606 GN=MYL1 PE=1 SV=3",16,3,13,194,12.2,6.7,30.2,7.5,13.3,40.4,11.0,197.3,9.2,185.3,13.4,12.9,23.9,32.0,24.9,24.1,480.6,59.1,23.4,53.3
P55010,Eukaryotic translation initiation factor 5 OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=2,2,1,1,431,,,,,,,,,,,13.0,12.2,24.4,20.3,20.2,27.6,17.6,16.7,11.8,24.1
