ensembl_id,Accession,Mmus_C57-6J_LVR_GC_I_Rep1_M31,Mmus_C57-6J_LVR_GC_I_Rep2_M32,Mmus_C57-6J_LVR_FLT_I_Rep1_M21,Mmus_C57-6J_LVR_FLT_I_Rep2_M22,Mmus_C57-6J_LVR_GC_C_Rep1_M36,Mmus_C57-6J_LVR_GC_C_Rep2_M37,Mmus_C57-6J_LVR_GC_C_Rep3_M38,Mmus_C57-6J_LVR_GC_C_Rep4_M39,Mmus_C57-6J_LVR_GC_C_Rep5_M40,Mmus_C57-6J_LVR_FLT_C_Rep1_M25,Mmus_C57-6J_LVR_FLT_C_Rep2_M26,Mmus_C57-6J_LVR_FLT_C_Rep3_M27,Mmus_C57-6J_LVR_FLT_C_Rep4_M28,Mmus_C57-6J_LVR_FLT_C_Rep5_M30,GC_mean,GC_std,FLT_mean,FLT_std,Checked,Master,Description,Coverage,# Peptides,# PSMs (peptide-spectrum matches),# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI (isoelecric point),Ratios: (BA_Casis) / (Pool),Ratios: (GC_Casis) / (Pool),Ratios: (FLIGHT_Casis) / (Pool),Ratio Standard Errors [%]: (BA_Casis) / (Pool),Ratio Standard Errors [%]: (GC_Casis) / (Pool),Ratio Standard Errors [%]: (FLIGHT_Casis) / (Pool),emPAI,# Peptides A2,# Cumulative Decoys A2,FDR A2,Confidence A2,|Log Prob| A2
ENSMUSG00000041231,Q8BGR9,442.276034213508,400.995683653854,403.744025922393,439.33800115104,459.042145872707,450.452921136618,545.521848590515,474.948330463879,581.256711919524,462.172242787293,629.266525313747,648.569025871067,578.573743894248,519.110991235182,479.21338226437217,62.642189536155975,525.8249365964242,95.76811547063022,False,IsMasterProtein,Ubiquitin-like domain-containing CTD phosphatase 1 OS=Mus musculus GN=Ublcp1 PE=1 SV=1,17.6100628930818,7,10,6,1,318,36.813,6.46,1.53,1.34,1.2,10.86,16.56,16.28,,7,0,0.0,Green,13.872978840731
ENSMUSG00000039853,Q8BVW3,500.571164566174,202.071788965026,311.966690812441,267.167789979264,153.374066962589,173.2096258511,156.175980918201,137.855503095307,169.33756042096,161.065387483652,125.178238390284,211.964631676738,190.261066928336,143.822353543198,213.22795582562247,128.2814845658523,201.6323084019876,67.74649818661233,False,IsMasterProtein,Tripartite motif-containing protein 14 OS=Mus musculus GN=Trim14 PE=1 SV=2,35.9090909090909,15,25,13,1,440,49.609,7.93,1.62,1.4,1.17,27.31,26.71,32.08,,15,0,0.0,Green,34.0728052651444
ENSMUSG00000039886,Q8C1E7,769.510770701068,671.467821876461,571.267564831011,1029.42205356742,1765.87922079875,1247.70810405185,796.502709264921,767.046798494976,942.018136881698,853.361018157847,765.445755848192,913.556166819259,773.672861273736,858.421063893545,994.3047945813889,388.97346800584853,823.5923549130013,142.65304477381164,False,IsMasterProtein,Transmembrane protein 120A OS=Mus musculus GN=Tmem120a PE=1 SV=1,15.4518950437318,4,6,4,1,343,40.725,8.88,1.82,2.04,1.82,62.7,43.37,47.2,,4,1,0.0002690341673392,Yellow,8.46237969421772
ENSMUSG00000005370,P54276,277.542405076144,270.116255557434,266.128302211942,204.991420380724,168.838360341669,175.511541307956,153.776733283637,218.927109376679,137.569520560084,122.570030578813,128.826799489387,153.443353200855,182.337794186071,168.506838644457,200.32598935765756,56.112228329561766,175.25779124174986,49.404701352272305,False,IsMasterProtein,DNA mismatch repair protein Msh6 OS=Mus musculus GN=Msh6 PE=1 SV=3,6.48011782032401,6,6,6,1,1358,150.989,6.73,1.66,2.07,1.89,63.92,55.07,42.36,,6,2,0.0004465282429113,Yellow,4.65697736563265
ENSMUSG00000005373,Q99MZ3,6009.23084083032,4302.3420707485,2641.83919521632,7966.80992674653,13417.9990412921,25325.8891630297,18215.8266630981,22203.5393083314,20469.8933241414,16037.2693177336,20925.5374332897,15964.4500858882,29896.8157913056,26243.2390591804,15706.388630210218,8093.823650149376,17096.56582990862,9633.832863666727,False,IsMasterProtein,Carbohydrate-responsive element-binding protein OS=Mus musculus GN=Mlxipl PE=1 SV=1,21.412037037037,14,17,13,1,864,94.815,7.85,1.57,1.39,1.23,20.42,19.97,28.99,,14,0,0.0,Green,32.9663691407769
ENSMUSG00000005374,Q9R099,346.264876443766,259.972461810279,239.624916016992,355.386239745723,210.034748590564,393.511989598392,269.629337678921,296.270989525779,328.537317982415,200.875450908943,253.297063506965,266.414748805459,331.64168576166,296.613239073115,300.6031030900166,61.00409316718881,277.6933348312653,53.81627879069901,False,IsMasterProtein,Transducin beta-like protein 2 OS=Mus musculus GN=Tbl2 PE=1 SV=2,21.0407239819005,8,8,8,1,442,49.552,9.04,1.51,1.69,1.48,19.05,20.77,23.25,,8,0,0.0,Green,23.2189171552862
ENSMUSG00000005397,P10493,740.305720590765,799.89539756414,790.077963479911,348.020195108451,186.780928474745,114.896881122594,181.970701892183,108.54047503086,125.696171162743,104.393156663149,123.232952382291,160.878404336735,197.687531884146,88.0714416539941,322.5837536911472,307.7459902286922,258.90880650123955,249.96931337764858,False,IsMasterProtein,Nidogen-1 OS=Mus musculus GN=Nid1 PE=1 SV=2,14.0562248995984,11,13,11,1,1245,136.45,5.44,1.49,2.15,1.27,32.8,52.45,15.95,,11,0,0.0,Green,29.3645964383959
ENSMUSG00000005410,P49718,89.2509877070373,32.9127258901185,73.5143580352926,52.8250511984821,21.638043273113,15.677550694784,33.7730849288806,37.4218683633155,17.581024316685,74.1142385344056,31.0043567710216,25.1389025667426,31.9889349948285,33.790619457483,35.465040739133414,25.194916668897875,46.053780222608005,20.814438105639642,False,IsMasterProtein,DNA replication licensing factor MCM5 OS=Mus musculus GN=Mcm5 PE=1 SV=1,12.1418826739427,8,10,7,1,733,82.29,8.43,1.33,1.11,1.29,27.12,32.58,35.83,,8,10,0.002049600327936,Yellow,2.96344002142247
ENSMUSG00000005413,P14901,568.368433951551,468.840419472442,522.103375399548,893.255448565098,485.467643661212,228.998541687164,350.880667903669,474.948776354779,254.571273363227,869.910586974786,336.410423124942,241.501370788101,118.529907292218,345.328914056711,404.58225091343485,128.23527400341266,475.29143231448637,302.9643333217858,False,IsMasterProtein,Heme oxygenase 1 OS=Mus musculus GN=Hmox1 PE=1 SV=1,22.1453287197232,4,5,4,1,289,32.908,6.54,1.6,1.3,1.06,17.8,29.52,19.12,,4,0,0.0,Green,15.0004568209333
ENSMUSG00000030879,Q9D8P4,897.089868058893,976.925981108048,968.606330590948,1135.85078268517,1214.0757907139,988.13742659763,977.612573743079,1057.24079970178,1122.04448331234,1003.13707044015,840.409966798659,1260.40663298791,953.274827273626,876.353228049117,1033.3038461765243,106.45860630804475,1005.4341198322257,147.19402751647002,False,IsMasterProtein,"39S ribosomal protein L17, mitochondrial OS=Mus musculus GN=Mrpl17 PE=1 SV=1",22.1590909090909,5,7,5,1,176,20.237,9.82,1.37,1.25,1.14,16.18,19.04,23.75,,5,0,0.0,Green,12.695980765522
ENSMUSG00000030884,Q9DB77,4761.95618422192,5860.79896829912,4463.24685722838,4275.70217897946,5042.68467279486,3095.77054709279,3707.37592150149,2999.75763211989,3647.08918007934,4081.11455384828,3250.74345362392,4623.66604129907,2579.10735541201,3248.2255427894,4159.347586587059,1078.6481026932152,3788.8294261686456,765.8854657216228,False,IsMasterProtein,"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Mus musculus GN=Uqcrc2 PE=1 SV=1",66.6666666666667,29,104,27,1,453,48.205,9.25,1.5,1.49,1.09,14.28,10.68,28.53,,29,0,0.0,Green,130.870087415721
ENSMUSG00000030890,O55222,1130.43840000397,1072.01867492983,1047.49752860118,1121.92109724292,1302.6955685786,1379.37468854552,1237.3248279061,1095.56840631077,1213.40308707749,1126.84151876873,973.441404987006,1039.95965735969,1002.03493123424,1033.84623525517,1204.4033790503256,112.7554207933272,1049.3631962069908,57.16103838097954,False,IsMasterProtein,Integrin-linked protein kinase OS=Mus musculus GN=Ilk PE=1 SV=2,49.3362831858407,19,30,19,1,452,51.34,8.07,1.51,1.39,1.09,14.32,13.19,26.6,,19,0,0.0,Green,48.1342345789888
ENSMUSG00000031516,Q9WUB4,349.594510621319,349.313412072122,337.793041673159,323.168934360159,359.3854993422,322.560038836531,325.858527412384,300.63565878863,339.960087522932,326.802280937106,257.781377844716,340.59485675084,255.184212772007,313.037637159058,335.329676370874,20.23031902850013,307.7660487852922,36.2171331564798,False,IsMasterProteinCandidate,Dynactin subunit 6 OS=Mus musculus GN=Dctn6 PE=1 SV=1,14.2105263157895,2,5,2,1,190,20.657,6.67,1.58,1.5,1.39,22.54,23.56,26.09,,2,5,0.0010399334442595,Yellow,3.27706558745199
ENSMUSG00000031521,Q64191,289.137224439425,301.677466774944,273.503999108513,288.303315263852,355.089340240397,207.026313124799,281.823662084323,252.900523918613,279.891396553119,272.573823833964,219.114624245588,303.956187713815,188.373107542259,252.186154743919,281.0779895908029,45.17845013798097,256.85874463598714,40.553858397551764,False,IsMasterProtein,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase OS=Mus musculus GN=Aga PE=1 SV=1,11.849710982659,4,5,4,1,346,36.998,6.44,1.34,1.59,1.39,17.39,12.39,33.04,,4,1,0.0002566735112936,Yellow,7.3314565424177
ENSMUSG00000031532,Q8R3Q0,2880.98671225198,2952.08969876231,2710.8538985337,2945.82489178542,1979.27026672397,1599.66217011079,1958.3171932656,1904.54280881392,1576.59440576394,1733.98791722008,1434.55819929401,2068.82818962835,1494.66892134042,1849.81018240255,2121.6376079560728,567.1367202606167,2034.0760286006473,586.6444719948057,False,IsMasterProtein,Store-operated calcium entry-associated regulatory factor OS=Mus musculus GN=Saraf PE=1 SV=2,25.748502994012,7,11,7,1,334,35.833,8.19,0.99,1.39,1.17,26.31,11.1,28.89,,7,0,0.0,Green,14.1011842270977
ENSMUSG00000038774,E9PZJ8,899.150810711832,1023.05420334373,953.104686562062,635.647229519009,300.937971569939,246.273283251206,308.287721892385,332.261228952451,247.745933043439,346.277769387371,333.334447738576,332.644422943556,263.564645321898,229.605763219991,479.67302182356883,332.29999302228225,442.0255663846375,260.9621055128373,False,IsMasterProtein,Activating signal cointegrator 1 complex subunit 3 OS=Mus musculus GN=Ascc3 PE=1 SV=1,6.46041856232939,11,12,11,1,2198,250.398,7.02,2.19,1.62,1.44,67.39,55.44,50.57,,11,1,0.000248262164846,Yellow,6.58805424921827
ENSMUSG00000038776,Q9D379,4248.5070640655,3627.98575345694,3862.0225820042,3454.15175883151,3120.37273246842,2352.52038463995,3561.79286010003,2838.63082425441,2615.83253638629,3021.71051762863,2362.61983652422,1916.92570837591,2733.28079385814,3129.91458776122,3195.0917364816487,659.5030719830711,2925.8036835691187,655.564994732891,False,IsMasterProtein,Epoxide hydrolase 1 OS=Mus musculus GN=Ephx1 PE=1 SV=2,66.5934065934066,33,61,33,1,455,52.543,8.35,0.97,1.55,1.37,18.86,10.86,22.24,,33,0,0.0,Green,108.330653149966
ENSMUSG00000038781,Q8R0L1,638.849144181507,492.236888694881,448.959058699622,763.599872750686,1125.11399060909,1267.3388661646,1009.20904530827,1161.57083796809,1112.02335981417,1318.29073048468,1083.96423729711,870.556844817877,1128.57183532614,1239.16757979922,972.3345903915152,291.19250476520654,979.015737025048,304.21897947900754,False,IsMasterProtein,Signal-transducing adaptor protein 2 OS=Mus musculus GN=Stap2 PE=1 SV=1,9.48905109489051,3,3,3,1,411,45.773,7.71,1.54,1.44,1.68,21.59,69.35,69.2,,3,1,0.0002455795677799,Yellow,6.38331211205334
ENSMUSG00000075284,Q8K1I7,219.460237291085,222.074300796234,293.573827289385,187.837350126046,107.608939618562,152.910944917213,99.1408287019601,159.401149516392,104.365741782605,106.92861305894,133.140163447473,87.7322164830724,110.253913296143,70.1645819938206,152.137448946293,52.52054617765059,141.37580938498286,76.91401368079966,False,IsMasterProtein,WAS/WASL-interacting protein family member 1 OS=Mus musculus GN=Wipf1 PE=1 SV=1,2.02839756592292,1,1,1,1,493,50.05,11.41,,,,,,,,1,5,0.0010407993338884,Yellow,3.29369097444076
ENSMUSG00000039294,Q3TYS2,177.239650699931,160.772555781792,194.069656563614,165.971241355765,241.345981680544,296.862124449698,225.259509624092,268.603500400437,223.329172156224,199.046696303482,292.133555290562,211.113970892276,251.123918248828,240.476739310586,227.63035639895972,47.772489360497,221.99082542358755,42.176204108887696,False,IsMasterProtein,Uncharacterized protein C17orf62 homolog OS=Mus musculus PE=1 SV=2,5.3475935828877,1,2,1,1,187,20.908,8.59,1.21,1.75,1.45,24.89,5.41,22.18,,1,1,0.0002407318247472,Yellow,5.96313470491294
ENSMUSG00000039298,Q8K389,207.596317947949,162.407471566192,234.68281939914,254.123902427584,119.044055054183,198.647718111137,208.623067705743,234.313759805197,276.657002318648,160.6872106399,107.873462886393,129.923166678354,115.274022139482,194.482961492415,201.04134178700698,50.244556243896234,171.00679223760972,58.31028776512971,False,IsMasterProtein,CDK5 regulatory subunit-associated protein 2 OS=Mus musculus GN=Cdk5rap2 PE=1 SV=3,2.52469813391877,5,5,4,1,1822,205.817,5.3,1.72,1.13,1.39,17.72,28.3,31.21,,5,44,0.0083809523809523,Yellow,1.83119209379472
ENSMUSG00000054226,Q8QZZ7,2334.82497745688,2737.75712631003,2022.34188833498,2923.69079886202,3038.26445720894,2940.41374938509,2372.32805106143,2471.93803972043,3068.03239190302,2406.06745753331,1305.10255850953,1882.59093876827,1625.35407476863,2413.30322380463,2709.0798275779744,316.5575024216281,2082.6358486544814,544.4630862163597,False,IsMasterProtein,EKC/KEOPS complex subunit Tprkb OS=Mus musculus GN=Tprkb PE=1 SV=1,33.7142857142857,3,3,3,1,175,19.543,7.39,1.85,1.44,1.22,9.65,13.3,51.14,,3,0,0.0,Green,16.1504627252895
ENSMUSG00000054263,P42703,12667.0020431391,5046.77725637827,7413.45345379534,14443.2980340722,4400.2965193127,7763.23813865196,5794.57357156291,8338.27116665585,4982.35029559888,11352.6738530451,3514.98352548092,7250.5475421487,5322.4241929667,7538.99235326896,6998.929855899952,2903.615757121417,8119.4818506825595,3675.58632509108,False,IsMasterProtein,Leukemia inhibitory factor receptor OS=Mus musculus GN=Lifr PE=1 SV=1,11.3553113553114,8,8,8,1,1092,122.497,6.04,1.56,1.32,1.37,24.75,35.68,42.15,,8,0,0.0,Green,20.901088323768
ENSMUSG00000054277,Q9D8S3,168.870111671015,102.888911247817,135.185340543491,106.128384844956,115.505235675527,121.163910024862,192.455777293665,164.824849617151,129.344409374866,114.909875569931,177.411174319056,168.397322459853,111.889765274744,121.636261708064,142.15045784355758,33.20281132710755,133.65116067429932,28.434847589147626,False,IsMasterProtein,ADP-ribosylation factor GTPase-activating protein 3 OS=Mus musculus GN=Arfgap3 PE=1 SV=2,16.6347992351816,7,7,7,1,523,57.42,8.47,2.12,1.97,1.73,31.07,37.61,35.4,,7,1,0.0003033980582524,Yellow,12.0561352916767
ENSMUSG00000051154,Q63829,1082.13463963978,1027.31296066358,968.790258721591,1120.78432773255,1774.23395557754,1203.62018548217,1149.46072583559,1282.03527915336,1169.89427183845,1089.10111586496,932.31375393863,1291.35734908259,1112.54522998337,1071.28768579015,1241.2417168843529,248.91598443878098,1083.7399601591203,116.64343090542533,False,IsMasterProteinCandidate,COMM domain-containing protein 3 OS=Mus musculus GN=Commd3 PE=1 SV=1,37.9487179487179,6,12,6,1,195,22.023,5.59,1.61,1.43,1.28,17.52,16.91,20.37,,6,0,0.0,Green,22.7541099890468
ENSMUSG00000051169,Q14AI6,298.466154319055,221.829489341405,169.977420962253,249.234702267221,125.979769070362,167.897860669312,221.829396289196,223.625940257246,230.358799633304,163.889412634933,184.781557658816,194.176771148027,172.120265159608,175.22928968815,212.8553442256971,53.97715145042234,187.05848850271542,29.192993811609174,False,IsMasterProtein,RNA pseudouridylate synthase domain-containing protein 3 OS=Mus musculus GN=Rpusd3 PE=2 SV=1,10.1744186046512,3,3,3,1,344,38.052,9.52,1.43,1.16,1.0,9.49,25.19,22.58,,3,1,0.0002598077422707,Yellow,7.63704632704311
ENSMUSG00000069744,Q9R1P1,1269.20017137034,1468.58104675241,1434.73960985214,1660.61004041691,1928.53802853408,1517.4684050365,1784.55377064382,1583.76818704138,1763.57479384319,2146.87720728323,2851.28301656276,2476.73586353959,1981.8411337166,1914.17463492062,1616.5263433173889,223.8364757592366,2066.6087866131215,480.42971212680624,False,IsMasterProtein,Proteasome subunit beta type-3 OS=Mus musculus GN=Psmb3 PE=1 SV=1,44.390243902439,8,17,8,1,205,22.949,6.55,1.62,1.54,1.38,18.64,19.3,17.73,,8,0,0.0,Green,35.3453349295224
ENSMUSG00000069769,Q920Q6,887.241938373114,954.054816843859,939.152030573506,439.945838491795,500.36783271697,427.305091734271,381.142211247547,302.707845343297,652.432027600778,369.256990937431,468.040491550417,427.735664448603,350.346516938907,331.866410005035,586.4645376942624,253.43008827112507,475.19199184938486,210.6162763816189,False,IsMasterProtein,RNA-binding protein Musashi homolog 2 OS=Mus musculus GN=Msi2 PE=1 SV=1,11.5606936416185,3,4,3,1,346,36.915,8.47,,,,,,,,3,1,0.0002686727565824,Yellow,8.43333281198643
ENSMUSG00000069805,Q9QXD6,14672.5814827071,16514.8810258037,12286.7240223446,19095.5779598808,32586.8680469897,16772.1941266798,17924.1041635582,15277.4384294779,16622.190830561,15506.873891139,13459.06601522,18564.703361111,11226.372696187,15757.424133688,18624.32258653963,6246.992983105401,15128.1060113672,3004.807547675468,False,IsMasterProtein,"Fructose-1,6-bisphosphatase 1 OS=Mus musculus GN=Fbp1 PE=1 SV=3",75.1479289940828,33,333,33,1,338,36.889,6.57,1.53,1.41,1.23,16.24,17.75,21.24,,33,0,0.0,Green,224.399253407748
ENSMUSG00000035873,Q925B0,112.384441725493,160.998053540563,132.929074253354,112.320083869088,53.9226069703803,79.6094129130068,80.8015176761498,75.6069869310979,89.9951536501361,75.9368888161446,49.0254550894581,90.6617700287921,71.880898745992,67.7674703164999,93.3311676295467,34.55773817602117,85.78880587418982,28.62592659683265,False,IsMasterProtein,PRKC apoptosis WT1 regulator protein OS=Mus musculus GN=Pawr PE=1 SV=2,34.2342342342342,5,6,4,1,333,35.887,5.92,,,,,,,,5,1,0.0002698327037236,Yellow,8.59329703149711
ENSMUSG00000035878,Q5U5V2,1497.42174076369,1988.72090095195,1457.51603141001,2322.84762773578,2975.72605068574,3322.6766662589,2116.62301749298,3021.38278969935,2992.89661677616,2379.9929018014,721.823960781701,1263.56916264628,1006.40269744654,2772.41136480615,2559.3496832326814,683.9578398515165,1703.5091066611228,783.9521015408093,False,IsMasterProtein,Hydroxylysine kinase OS=Mus musculus GN=Hykk PE=1 SV=2,54.5212765957447,18,39,18,1,376,42.329,6.02,1.76,1.48,1.27,16.21,21.77,27.49,,18,0,0.0,Green,79.8330857739169
ENSMUSG00000034021,Q4VA53,382.897767929374,353.460329877575,336.785431891336,323.470135974423,463.420515461973,300.597949303811,231.321737416038,317.154515967926,322.994009565419,387.954998233115,279.919611638456,401.335853679401,310.928993118291,331.75974829382,338.8352607888737,72.36381749797293,338.87925326126316,42.54257553156418,False,IsMasterProteinCandidate,Sister chromatid cohesion protein PDS5 homolog B OS=Mus musculus GN=Pds5b PE=1 SV=1,13.5546334716459,18,24,15,1,1446,164.315,8.5,1.17,1.4,1.26,34.73,20.99,54.51,,18,0,0.0,Green,18.5373464341713
ENSMUSG00000034022,Q9EPU4,766.885067826068,564.066251833595,765.473764329029,681.7783254638,1189.72040881644,1002.87250437061,1124.03096993611,1113.84220936127,1016.18664639958,918.022173066518,1130.62926870162,1168.94248246786,1201.27193662754,1306.09143940598,968.2291512205248,224.32228267522393,1024.6013414374781,237.54273350390372,False,IsMasterProtein,Cleavage and polyadenylation specificity factor subunit 1 OS=Mus musculus GN=Cpsf1 PE=1 SV=1,7.91117279666898,11,15,11,1,1441,160.716,6.39,1.54,1.5,1.36,61.49,51.94,50.59,,11,0,0.0,Green,16.7922760252167
ENSMUSG00000034032,Q80TE0,241.261230663274,241.331201977888,290.249597662953,264.483154118067,209.309731022773,299.126656754665,195.585865169498,247.715120222058,241.8360848031,221.094840067272,262.805620582426,181.964314151889,285.470977186613,281.34109206844,239.45227008760799,32.84972489524309,255.34422797680858,39.788330511253946,False,IsMasterProtein,RNA polymerase II-associated protein 1 OS=Mus musculus GN=Rpap1 PE=1 SV=2,4.04542228530873,4,5,4,1,1409,155.172,6.65,1.13,0.95,1.24,39.11,51.27,39.17,,4,27,0.0052488335925349,Yellow,2.14737033000349
ENSMUSG00000058454,O88455,2620.38518451424,2536.36527728857,4404.74492102449,1524.77326307075,1799.59992412911,1352.09949813592,1763.45916059136,1478.98621219976,1664.30980168547,2680.79826106175,3936.46428563653,3224.68416435903,4193.8256905611,2340.2702367883,1887.886436934918,497.4282907178526,3186.50868892885,1064.260698263668,False,IsMasterProtein,7-dehydrocholesterol reductase OS=Mus musculus GN=Dhcr7 PE=1 SV=1,12.7388535031847,6,10,6,1,471,53.883,8.35,0.84,1.23,1.19,56.78,40.5,38.64,,6,0,0.0,Green,18.2418423081863
ENSMUSG00000058486,Q7TMQ7,381.023818949685,342.469352672962,350.417090382103,472.30026420053,299.26318512254,496.954390795519,443.313088068674,517.508631172205,298.895450072202,383.77157432039,428.316198213145,476.236851285848,562.720712649414,633.555817775897,397.0611309791124,90.42852053009173,472.47407268961825,99.01340932879498,False,IsMasterProtein,WD repeat-containing protein 91 OS=Mus musculus GN=Wdr91 PE=1 SV=1,11.6310160427807,7,9,7,1,748,83.368,6.64,1.56,1.28,1.16,19.64,18.15,28.4,,7,0,0.0,Green,13.2206874384
ENSMUSG00000058503,Q9CVI2,178.60394675139,173.627218406654,185.680296773612,201.646417974609,403.4253647189,461.01479322897,466.141780018235,413.73146939317,411.385822114449,459.929209908447,623.863261221797,487.444050498101,558.474055812399,421.064839764101,358.2757706616812,126.82135257936862,419.72887599329516,168.05899985331592,False,IsMasterProtein,Protein FAM133B OS=Mus musculus GN=Fam133b PE=1 SV=3,5.71428571428571,3,5,3,1,245,27.936,10.07,1.94,2.1,1.85,24.5,28.98,63.38,,3,26,0.0050554151273575,Yellow,2.14886091525608
ENSMUSG00000058558,P47962,240.278881710517,200.372511891086,191.075546409632,295.066056707244,800.096453632807,726.312711637087,772.700379567128,834.496101949384,693.770219628154,755.662900719764,1534.51388652536,931.09070357179,880.616893636627,730.25564053569,609.718180002309,270.1976128492236,759.7545183008724,444.30356464545804,False,IsMasterProtein,60S ribosomal protein L5 OS=Mus musculus GN=Rpl5 PE=1 SV=3,73.7373737373737,27,61,27,1,297,34.379,9.77,1.54,1.38,1.15,15.19,16.44,20.33,,27,0,0.0,Green,82.0307684080604
ENSMUSG00000024773,Q6P4T0,889.138134910892,756.173593299284,853.072643163644,1165.7403291594,1104.1226799992,1408.26265946234,1040.66180222226,1105.45649710017,1270.41961783018,1288.87470511219,1312.33495360501,1107.60447816828,1193.37501252253,1498.3263535433,1082.033569260618,219.1104290023875,1202.7612107534792,199.82335412228625,False,IsMasterProtein,Autophagy-related protein 2 homolog A OS=Mus musculus GN=Atg2a PE=1 SV=2,3.18704284221526,7,11,7,1,1914,210.807,6.06,1.51,1.17,1.03,24.08,35.77,37.22,,7,53,0.0100094428706327,Red,1.72003024271977
ENSMUSG00000024778,P25446,392.856785614428,374.620052251307,340.628280393035,495.753641367384,457.795070005211,326.777436331799,320.442025861678,355.332664469911,318.084902254446,548.544262575313,347.292982906867,428.386548131532,290.33837701739,424.273196135354,363.7012766841114,50.34634272881981,410.7453269324107,91.42356541900593,False,IsMasterProteinCandidate,Tumor necrosis factor receptor superfamily member 6 OS=Mus musculus GN=Fas PE=1 SV=2,6.11620795107034,2,2,2,1,327,37.412,8.12,1.13,1.19,0.98,9.72,28.87,25.87,,2,1,0.0002692514808831,Yellow,8.50195472479735
ENSMUSG00000024781,Q9Z0M5,7126.54976919431,7044.3722354944,6152.44497050055,6204.82009905041,3143.37597053988,2739.88103451454,3121.34501652882,3110.25646643296,2898.89715844639,3276.86550864721,2340.20935400167,3209.48856380627,2838.63239384604,3390.18250262014,4169.239664450185,1997.533122693291,3916.091913210327,1584.7374104050568,False,IsMasterProteinCandidate,Lysosomal acid lipase/cholesteryl ester hydrolase OS=Mus musculus GN=Lipa PE=1 SV=2,36.7758186397985,14,25,14,1,397,45.296,8.07,1.77,1.62,1.25,26.2,17.25,21.63,,14,0,0.0,Green,59.3033765450646
ENSMUSG00000024782,Q9WTP7,9759.05057414567,9404.5957764859,7802.56420219898,9278.54893949694,6388.56216973227,5213.37643972521,6500.04153665314,5726.14464996904,7053.62924352669,7085.29195579001,4938.87626496464,6215.96250944432,4699.30663633098,7028.47558601456,7149.342912891131,1764.451744859155,6721.289442034346,1605.0108468251458,False,IsMasterProtein,"GTP:AMP phosphotransferase AK3, mitochondrial OS=Mus musculus GN=Ak3 PE=1 SV=3",87.2246696035242,22,65,22,1,227,25.41,8.84,1.52,1.37,1.17,19.73,24.69,18.94,,22,0,0.0,Green,119.403365491472
ENSMUSG00000068329,Q9JIY5,230.689327440066,252.577523286358,272.036578289324,330.892241310597,257.997741520975,256.089917674242,307.344222408407,336.027848728792,264.887146700499,302.269329634429,346.094458705365,251.645414774037,407.863438667645,261.670559272724,272.2305325370484,36.35931418258976,310.35314580773155,55.61422547413569,False,IsMasterProtein,"Serine protease HTRA2, mitochondrial OS=Mus musculus GN=Htra2 PE=1 SV=2",35.589519650655,12,18,12,1,458,49.318,9.6,1.38,1.39,1.35,23.87,28.83,54.24,,12,0,0.0,Green,39.9260628503643
ENSMUSG00000068335,P97465,56.7233798012608,40.6643003288413,58.8248294526534,38.0364471644955,43.2167925383751,22.4605301029313,38.4684607973904,42.2857390681996,21.0370879684352,37.7900804410103,46.6028690203067,15.3360689862662,37.3273521326819,20.3235868104622,37.836612943633384,12.466582187683118,36.320176286839455,14.801674596559348,False,IsMasterProtein,Docking protein 1 OS=Mus musculus GN=Dok1 PE=1 SV=2,6.63900414937759,2,2,2,1,482,52.419,6.57,1.59,1.33,1.33,10.49,27.4,18.96,,2,3,0.0006509004122369,Yellow,4.10139458925956
ENSMUSG00000026662,Q8BH69,793.944683758,707.931735813045,751.066150842376,624.103193672015,448.569599175901,470.929553782019,545.236634599222,509.740382340954,485.07328127628,591.355532461625,509.884033443084,551.299006054338,512.115305675908,571.112214962836,565.9179815350601,132.3360834531594,587.276491016026,83.06057707988633,False,IsMasterProtein,"Selenide, water dikinase 1 OS=Mus musculus GN=Sephs1 PE=1 SV=1",44.8979591836735,12,20,12,1,392,42.879,5.97,1.61,1.41,1.18,24.54,21.25,17.01,,12,0,0.0,Green,51.5090846000812
ENSMUSG00000026664,O35386,21658.0794622472,22005.7958578317,20310.2336585765,29907.5522561874,38499.7411021532,22141.1797641071,28007.9605070766,21370.8479928688,28052.3181075888,43674.583783695,24160.8732883371,32026.684443887,19477.3830826918,28215.1152071703,25962.27468483906,6266.351448294876,28253.203674363587,8283.00880591568,False,IsMasterProtein,"Phytanoyl-CoA dioxygenase, peroxisomal OS=Mus musculus GN=Phyh PE=1 SV=1",57.396449704142,19,37,19,1,338,38.582,7.53,1.61,1.27,1.25,15.81,29.6,18.59,,19,0,0.0,Green,58.0600863086378
ENSMUSG00000026672,Q8K3K8,1495.77597581185,1544.32099112168,1302.19464600018,1547.80263499086,1746.27605255185,2871.43030614396,1995.60951535758,1908.2044183371,2682.71717540283,1680.39494045446,1114.21085554096,1281.28093308661,1542.51160574693,1864.11232121586,2034.904919246693,540.319630515211,1476.0725624336942,258.5224174494646,False,IsMasterProtein,Optineurin OS=Mus musculus GN=Optn PE=1 SV=1,15.9246575342466,10,13,10,1,584,66.976,5.26,1.41,1.47,1.17,22.07,26.02,23.37,,10,0,0.0,Green,19.5397031260153
