Checked,Master,Accession,Description,Coverage,# Peptides,# PSMs (peptide-spectrum matches),# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI (isoelecric point),Ratios: (BA_Casis) / (Pool),Ratios: (GC_Casis) / (Pool),Ratios: (FLIGHT_Casis) / (Pool),Ratio Standard Errors [%]: (BA_Casis) / (Pool),Ratio Standard Errors [%]: (GC_Casis) / (Pool),Ratio Standard Errors [%]: (FLIGHT_Casis) / (Pool),emPAI,# Peptides A2,# Cumulative Decoys A2,FDR A2,Confidence A2,|Log Prob| A2
FALSE,IsMasterProteinCandidate,D6RHA2,N-acylglucosamine 2-epimerase OS=Mus musculus GN=Renbp PE=1 SV=2,13.8424821002387,5,5,5,1,419,48.478,6.25,1.22,1.32,1.79,9.24,44.42,52.14,,5,22,0.00434954527481218,Yellow,2.35500634265571
FALSE,IsMasterProtein,P82343,N-acylglucosamine 2-epimerase OS=Mus musculus GN=Renbp PE=1 SV=3,13.4883720930233,5,5,5,1,430,49.739,6.06,1.22,1.32,1.79,9.24,44.42,52.14,,5,22,0.00434954527481218,Yellow,2.35500634265571
FALSE,IsMasterProtein,P63011,Ras-related protein Rab-3A OS=Mus musculus GN=Rab3a PE=1 SV=1,10.9090909090909,2,2,2,1,220,24.954,5.03,1.22,1.81,0.95,39.4,50.34,46.3,,2,22,0.00434868551097055,Yellow,2.35004012559911
FALSE,IsMasterProteinCandidate,Q9Z2L7-2,Isoform 2 of Cytokine receptor-like factor 3 OS=Mus musculus GN=Crlf3,16.2790697674419,4,4,4,1,344,39.129,5.26,1.25,1.24,1.13,16.58,13.9,7.7,,4,22,0.00434782608695652,Yellow,2.34968364747797
FALSE,IsMasterProtein,Q9Z2L7,Cytokine receptor-like factor 3 OS=Mus musculus GN=Crlf3 PE=1 SV=1,12.6696832579186,4,4,4,1,442,49.528,5.03,1.25,1.24,1.13,16.58,13.9,7.7,,4,22,0.00434782608695652,Yellow,2.34968364747797
FALSE,IsMasterProtein,P35822,Receptor-type tyrosine-protein phosphatase kappa OS=Mus musculus GN=Ptprk PE=1 SV=1,7.27522306108442,8,10,8,1,1457,164.081,5.95,1.75,1.4,1.37,47.56,20.02,34.87,,8,22,0.00434696700256866,Yellow,2.34894572556885
FALSE,IsMasterProtein,P16054,Protein kinase C epsilon type OS=Mus musculus GN=Prkce PE=1 SV=1,3.25644504748982,3,3,2,1,737,83.507,7.03,1.43,1.17,1.31,22.05,16.97,23.3,,3,22,0.00434610825760569,Yellow,2.3485023893393
FALSE,IsMasterProtein,D3YUE4,Protein Fam151b OS=Mus musculus GN=Fam151b PE=1 SV=1,6.45161290322581,2,3,2,1,279,31.389,6.11,,,,,,,,2,22,0.00434524985186648,Yellow,2.34772282825354
FALSE,IsMasterProtein,Q8BPG6,Sulfatase-modifying factor 2 OS=Mus musculus GN=Sumf2 PE=1 SV=2,12.6623376623377,3,3,3,1,308,34.715,7.11,1.31,1.44,1.29,41.52,29.41,46.74,,3,22,0.00434439178515008,Yellow,2.34725774741656
FALSE,IsMasterProtein,A0A0A0MQ99,DNA repair protein SWI5 homolog OS=Mus musculus GN=Swi5 PE=1 SV=1,22.1374045801527,2,2,2,1,131,15.166,5.59,1.62,1.27,1.42,29.16,9.12,39.29,,2,22,0.00434353405725568,Yellow,2.34436456760757
FALSE,IsMasterProteinCandidate,E3WH32,"RIKEN cDNA 2900010J23, isoform CRA_b (Fragment) OS=Mus musculus GN=Swi5 PE=2 SV=1",32.5842696629214,2,2,2,1,89,10.254,4.77,1.62,1.27,1.42,29.16,9.12,39.29,,2,22,0.00434353405725568,Yellow,2.34436456760757
FALSE,IsMasterProteinCandidate,Q8K3D3-2,Isoform 2 of DNA repair protein SWI5 homolog OS=Mus musculus GN=Swi5,23.9669421487603,2,2,2,1,121,13.82,5.17,1.62,1.27,1.42,29.16,9.12,39.29,,2,22,0.00434353405725568,Yellow,2.34436456760757
FALSE,IsMasterProtein,Q8C0T5,Signal-induced proliferation-associated 1-like protein 1 OS=Mus musculus GN=Sipa1l1 PE=1 SV=2,1.73961840628507,4,5,3,1,1782,196.909,8.13,0.9,1.54,1.36,14.94,43.88,13.25,,4,22,0.00434267666798263,Yellow,2.34424918508853
FALSE,IsMasterProtein,Q3V3A4,Putative uncharacterized protein OS=Mus musculus GN=Vps52 PE=2 SV=1,6.91562932226833,4,4,4,1,723,82.049,5.9,0.9,1.36,1.12,33.32,33.35,65.16,,4,23,0.00453917505427275,Yellow,2.33885804801753
FALSE,IsMasterProtein,Q9D8U3,Endoplasmic reticulum resident protein 27 OS=Mus musculus GN=Erp27 PE=1 SV=1,11.3970588235294,2,2,2,1,272,30.674,5,,,,,,,,2,23,0.00453827940015785,Yellow,2.33820785726069
FALSE,IsMasterProtein,Q3UG98,N-acetyltransferase 9 OS=Mus musculus GN=Nat9 PE=1 SV=2,9.95850622406639,2,2,2,1,241,27.645,5.27,1.34,1.42,1.61,43.89,30.39,21.81,,2,23,0.00453738409942789,Yellow,2.33590951970411
FALSE,IsMasterProtein,J3QMN6,Dimethylaniline monooxygenase [N-oxide-forming] OS=Mus musculus GN=Fmo6 PE=3 SV=1,8.08270676691729,2,2,2,1,532,60.199,8.09,0.95,1.35,0.91,28.5,27.56,55.47,,2,23,0.00453648915187377,Yellow,2.33530688291706
FALSE,IsMasterProtein,Q6ZQ29-2,Isoform 2 of Serine/threonine-protein kinase TAO2 OS=Mus musculus GN=Taok2,2.08530805687204,3,4,1,1,1055,119.884,7.28,1.48,1.29,1.39,19.66,16.08,21,,3,23,0.00453559455728653,Yellow,2.33442440436495
FALSE,IsMasterProtein,Q69ZP3-3,Isoform 3 of Probable hydrolase PNKD OS=Mus musculus GN=Pnkd,5.66037735849057,2,3,2,1,424,47.439,9.11,1.27,0.84,0.87,16.02,17.7,3.29,,2,23,0.00453470031545741,Yellow,2.33266769169335
FALSE,IsMasterProteinCandidate,Q69ZP3,Probable hydrolase PNKD OS=Mus musculus GN=Pnkd PE=1 SV=2,6.23376623376623,2,3,2,1,385,42.99,8.94,1.27,0.84,0.87,16.02,17.7,3.29,,2,23,0.00453470031545741,Yellow,2.33266769169335
FALSE,IsMasterProtein,D3Z7P3,"Glutaminase kidney isoform, mitochondrial OS=Mus musculus GN=Gls PE=1 SV=1",5.93471810089021,3,5,2,1,674,73.916,7.99,1.56,1.99,1.34,7.13,22.6,17.3,,3,23,0.0045338064261778,Yellow,2.33068821518778
FALSE,IsMasterProtein,A0A0F7R5U8,MAb 110 light chain OS=Mus musculus GN=LC PE=2 SV=1,5.43933054393306,1,1,1,1,239,26.573,5.64,0.73,0.91,0.74,29.94,11.91,0.64,,1,23,0.00453291288923926,Yellow,2.32909981454577
FALSE,IsMasterProtein,J3QMS2,MCG148436 OS=Mus musculus GN=1700014D04Rik PE=4 SV=1,1.93285859613428,2,2,1,1,983,108.571,6.74,,,,,,,,2,23,0.0045320197044335,Yellow,2.32867661043782
FALSE,IsMasterProtein,B2RQQ1,"MCG133649, isoform CRA_a OS=Mus musculus GN=Myh6 PE=2 SV=1",2.88957688338493,6,11,4,1,1938,223.426,5.73,1.92,5.08,1.82,84.6,127.8,85.3,,6,23,0.0045311268715524,Yellow,2.32776900139802
FALSE,IsMasterProtein,Q8BLY1,SPARC-related modular calcium-binding protein 1 OS=Mus musculus GN=Smoc1 PE=2 SV=2,5.39956803455724,3,4,3,1,463,51.043,8.37,1.18,1.17,1.18,4.95,12.41,6.65,,3,23,0.00453023439038802,Yellow,2.32772926348712
FALSE,IsMasterProteinCandidate,Q8BLY1-2,Isoform 2 of SPARC-related modular calcium-binding protein 1 OS=Mus musculus GN=Smoc1,5.53097345132743,3,4,3,1,452,49.732,8.31,1.18,1.17,1.18,4.95,12.41,6.65,,3,23,0.00453023439038802,Yellow,2.32772926348712
FALSE,IsMasterProteinCandidate,E9QKW2,SPARC-related modular calcium-binding protein 1 OS=Mus musculus GN=Smoc1 PE=1 SV=1,5.53097345132743,3,4,3,1,452,49.746,8.31,1.18,1.17,1.18,4.95,12.41,6.65,,3,23,0.00453023439038802,Yellow,2.32772926348712
FALSE,IsMasterProteinCandidate,D3Z3A3,SPARC-related modular calcium-binding protein 1 OS=Mus musculus GN=Smoc1 PE=1 SV=1,5.76036866359447,3,4,3,1,434,47.973,8.16,1.18,1.17,1.18,4.95,12.41,6.65,,3,23,0.00453023439038802,Yellow,2.32772926348712
FALSE,IsMasterProteinCandidate,Q91ZM2-6,Isoform 6 of SH2B adapter protein 1 OS=Mus musculus GN=Sh2b1,6.34441087613293,3,3,3,1,662,70.146,5.99,1.66,1.69,1.33,10.61,35.32,20.73,,3,23,0.00452934226073257,Yellow,2.32766988735048
FALSE,IsMasterProteinCandidate,Q91ZM2-4,Isoform 4 of SH2B adapter protein 1 OS=Mus musculus GN=Sh2b1,5.80110497237569,3,3,3,1,724,77.546,8.13,1.66,1.69,1.33,10.61,35.32,20.73,,3,23,0.00452934226073257,Yellow,2.32766988735048
FALSE,IsMasterProtein,Q91ZM2,SH2B adapter protein 1 OS=Mus musculus GN=Sh2b1 PE=1 SV=2,5.55555555555556,3,3,3,1,756,79.576,5.25,1.66,1.69,1.33,10.61,35.32,20.73,,3,23,0.00452934226073257,Yellow,2.32766988735048
FALSE,IsMasterProteinCandidate,Q91ZM2-5,Isoform 5 of SH2B adapter protein 1 OS=Mus musculus GN=Sh2b1,9.48081264108352,3,3,3,1,443,46.36,6.09,1.66,1.69,1.33,10.61,35.32,20.73,,3,23,0.00452934226073257,Yellow,2.32766988735048
FALSE,IsMasterProteinCandidate,Q91ZM2-2,Isoform 2 of SH2B adapter protein 1 OS=Mus musculus GN=Sh2b1,6.26865671641791,3,3,3,1,670,70.811,5.8,1.66,1.69,1.33,10.61,35.32,20.73,,3,23,0.00452934226073257,Yellow,2.32766988735048
FALSE,IsMasterProteinCandidate,Q91ZM2-3,Isoform 3 of SH2B adapter protein 1 OS=Mus musculus GN=Sh2b1,6.158357771261,3,3,3,1,682,72.022,5.99,1.66,1.69,1.33,10.61,35.32,20.73,,3,23,0.00452934226073257,Yellow,2.32766988735048
FALSE,IsMasterProtein,Q9DB16-2,Isoform 2 of Calcium-binding protein 39-like OS=Mus musculus GN=Cab39l,17.5675675675676,5,5,5,1,296,34.314,8.7,1.84,1.61,1.35,19.57,19.79,25.01,,5,23,0.00452845048237842,Yellow,2.325946867619
FALSE,IsMasterProtein,Q7SIG6,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 OS=Mus musculus GN=Asap2 PE=1 SV=3",8.97703549060543,6,6,6,1,958,106.738,6.65,1.6,1.47,1.18,13.88,17.01,21.3,,6,23,0.00452755905511811,Yellow,2.32557757578172
FALSE,IsMasterProtein,B7ZN90,Itgal protein OS=Mus musculus GN=Itgal PE=2 SV=1,8.34767641996558,6,8,6,1,1162,128.263,5.92,1.41,1.17,1.26,41.96,36.11,18.26,,6,23,0.00452666797874434,Yellow,2.31830290150259
FALSE,IsMasterProteinCandidate,Q9R200,Integrin alpha L OS=Mus musculus GN=Itgal PE=2 SV=1,8.36206896551724,6,8,6,1,1160,128.047,5.96,1.41,1.17,1.26,41.96,36.11,18.26,,6,23,0.00452666797874434,Yellow,2.31830290150259
FALSE,IsMasterProteinCandidate,Q3U159,Itgal protein OS=Mus musculus GN=Itgal PE=2 SV=1,8.34767641996558,6,8,6,1,1162,128.219,5.96,1.41,1.17,1.26,41.96,36.11,18.26,,6,23,0.00452666797874434,Yellow,2.31830290150259
FALSE,IsMasterProteinCandidate,B7ZN91,Itgal protein OS=Mus musculus GN=Itgal PE=2 SV=1,8.35486649440138,6,8,6,1,1161,128.091,5.96,1.41,1.17,1.26,41.96,36.11,18.26,,6,23,0.00452666797874434,Yellow,2.31830290150259
FALSE,IsMasterProteinCandidate,H2ELL3,Alpha L integrin (Fragment) OS=Mus musculus GN=Itgal PE=2 SV=1,8.34767641996558,6,8,6,1,1162,128.249,5.92,1.41,1.17,1.26,41.96,36.11,18.26,,6,23,0.00452666797874434,Yellow,2.31830290150259
FALSE,IsMasterProteinCandidate,Q3TB85,Putative uncharacterized protein OS=Mus musculus GN=Itgal PE=2 SV=1,8.35486649440138,6,8,6,1,1161,128.12,5.96,1.41,1.17,1.26,41.96,36.11,18.26,,6,23,0.00452666797874434,Yellow,2.31830290150259
FALSE,IsMasterProteinCandidate,Q3T9N8,Putative uncharacterized protein OS=Mus musculus GN=Itgal PE=2 SV=1,8.35486649440138,6,8,6,1,1161,128.09,5.96,1.41,1.17,1.26,41.96,36.11,18.26,,6,23,0.00452666797874434,Yellow,2.31830290150259
FALSE,IsMasterProtein,Q5F2I0,Kappa light chain variable region (Fragment) OS=Mus musculus GN=IgG1 anti-TS1 VL PE=2 SV=1,20.8695652173913,1,1,1,1,115,12.552,8.87,,,,,,,,1,24,0.00472255017709563,Yellow,2.31738971955449
FALSE,IsMasterProtein,G3X9B1,HEAT repeat containing 1 OS=Mus musculus GN=Heatr1 PE=1 SV=1,8.95940270648623,11,11,11,1,2143,241.917,6.98,1.28,1.08,0.97,34.48,39.25,37.82,,11,24,0.00472162108990754,Yellow,2.31663905362371
FALSE,IsMasterProtein,E9Q166,Protein Atad2b OS=Mus musculus GN=Atad2b PE=1 SV=1,3.97260273972603,6,6,6,1,1460,164.621,6.96,1.77,1.53,1.3,36.17,37.48,32.11,,6,24,0.004720692368214,Yellow,2.3136161059335
FALSE,IsMasterProtein,A2A614,Guanine nucleotide-binding protein subunit gamma OS=Mus musculus GN=Gngt2 PE=3 SV=1,14.4927536231884,1,1,1,1,69,7.797,5.52,1.39,1.48,1.07,9.12,17.28,9.97,,1,25,0.00491642084562439,Yellow,2.29359722162575
FALSE,IsMasterProtein,Q9Z0S9,Prenylated Rab acceptor protein 1 OS=Mus musculus GN=Rabac1 PE=1 SV=1,22.7027027027027,4,4,4,1,185,20.606,7.9,1.48,1.46,1.3,16.21,16.17,11.99,,4,25,0.00491545418796697,Yellow,2.29028821168341
FALSE,IsMasterProtein,Q91VR8,Protein BRICK1 OS=Mus musculus GN=Brk1 PE=1 SV=1,25.3333333333333,3,3,3,1,75,8.755,5.45,1.74,1.91,1.19,25.18,37.19,14.48,,3,25,0.00491448791035974,Yellow,2.28668294203465
FALSE,IsMasterProtein,Q9CYX7,RRP15-like protein OS=Mus musculus GN=Rrp15 PE=1 SV=2,6.76156583629893,2,2,2,1,281,31.039,8.76,1.08,1.66,0.87,24.04,56.05,27.49,,2,26,0.00511006289308176,Yellow,2.28350500586619
FALSE,IsMasterProtein,Q8R3E3-2,Isoform 2 of WD repeat domain phosphoinositide-interacting protein 1 OS=Mus musculus GN=Wipi1,2.2883295194508,1,1,1,1,437,47.766,6.06,1,1.25,0.74,8.81,41.21,30.68,,1,26,0.00510905875417567,Yellow,2.2784759994705
FALSE,IsMasterProtein,Q3U0M1,Trafficking protein particle complex subunit 9 OS=Mus musculus GN=Trappc9 PE=1 SV=2,4.00696864111498,6,11,6,1,1148,128.15,6.47,1.83,1.63,1.43,44.81,55.71,54.07,,6,26,0.00510805500982318,Yellow,2.27839293212375
FALSE,IsMasterProtein,Q69ZI1-3,Isoform 3 of E3 ubiquitin-protein ligase SH3RF1 OS=Mus musculus GN=Sh3rf1,6.40096618357488,5,6,5,1,828,86.288,8.43,1.52,1.27,1.39,29.34,17.39,34.31,,5,26,0.00510705165979179,Yellow,2.27424836493695
FALSE,IsMasterProtein,A2IXM7,Anti-CD30 moab Ki-4 scFv (Fragment) OS=Mus musculus PE=2 SV=1,4.11522633744856,1,2,1,1,243,26.209,8.9,0.72,0.79,1.06,51.65,14.66,56.68,,1,26,0.00510604870384918,Yellow,2.27390685767697
FALSE,IsMasterProtein,Q62245,Son of sevenless homolog 1 OS=Mus musculus GN=Sos1 PE=1 SV=2,0.758150113722517,1,1,1,1,1319,150.788,6.89,1.39,1.56,1.37,9.11,16.33,30.03,,1,26,0.0051050461417632,Yellow,2.26957228371203
FALSE,IsMasterProtein,Q8K5C8,Cis-retinol/androgen dehydrogenase type 3 OS=Mus musculus GN=Rdh9 PE=2 SV=1,3.78548895899054,1,2,1,1,317,35.741,8.62,1.38,1.97,2.61,,30.15,16.29,,1,26,0.00510404397330192,Yellow,2.26713453280052
FALSE,IsMasterProtein,Q8BW15,Putative uncharacterized protein OS=Mus musculus GN=Chchd10 PE=2 SV=1,16.6666666666667,3,4,3,1,138,13.804,8.53,1.64,1.55,1.17,22.77,34.58,32.14,,3,26,0.00510304219823356,Yellow,2.26002785856927
FALSE,IsMasterProtein,Q9DBI0-2,Isoform 2 of Transmembrane protease serine 6 OS=Mus musculus GN=Tmprss6,1.51515151515152,1,1,1,1,594,66.689,5.74,1.2,1.47,1.66,26.29,13.76,22.14,,1,26,0.00510204081632653,Yellow,2.25672173977266
FALSE,IsMasterProtein,Q8BUR4,Dedicator of cytokinesis protein 1 OS=Mus musculus GN=Dock1 PE=1 SV=3,6.38069705093834,10,12,10,1,1865,214.949,7.62,1.37,1.52,1.38,40.17,20.6,29.89,,10,26,0.00510103982734942,Yellow,2.25545113799047
FALSE,IsMasterProteinCandidate,Q6ZQA0,Neurobeachin-like protein 2 OS=Mus musculus GN=Nbeal2 PE=1 SV=2,3.35521517140773,8,10,8,1,2742,301.734,6.44,1.62,1.69,1.39,35.9,31.91,26.16,,8,26,0.00510003923107101,Yellow,2.25464099588494
FALSE,IsMasterProtein,Q6ZQA0-2,Isoform 2 of Neurobeachin-like protein 2 OS=Mus musculus GN=Nbeal2,3.3539919795844,8,10,8,1,2743,301.863,6.42,1.62,1.69,1.39,35.9,31.91,26.16,,8,26,0.00510003923107101,Yellow,2.25464099588494
FALSE,IsMasterProtein,P70227,"Inositol 1,4,5-trisphosphate receptor type 3 OS=Mus musculus GN=Itpr3 PE=1 SV=3",7.64044943820225,14,15,13,1,2670,304.08,6.54,1.93,1.7,1.51,53.73,63.58,46.52,,14,26,0.00509903902726025,Yellow,2.25366167898201
FALSE,IsMasterProtein,Q8BHZ0,Protein FAM49A OS=Mus musculus GN=Fam49a PE=1 SV=1,5.57275541795666,2,2,2,1,323,37.319,6.01,1.24,1.43,1.09,14.13,28.3,45.24,,2,26,0.00509803921568627,Yellow,2.24804867493466
FALSE,IsMasterProteinCandidate,Q9CWE1,Putative uncharacterized protein OS=Mus musculus GN=Fam49a PE=2 SV=2,6.92307692307692,2,2,2,1,260,30.07,8.68,1.24,1.43,1.09,14.13,28.3,45.24,,2,26,0.00509803921568627,Yellow,2.24804867493466
FALSE,IsMasterProtein,Q811J3,Iron-responsive element-binding protein 2 OS=Mus musculus GN=Ireb2 PE=1 SV=2,9.13811007268951,7,7,7,1,963,104.854,6.93,1.78,1.42,1.21,22.77,31.15,26.96,,7,26,0.00509703979611841,Yellow,2.24795960810561
FALSE,IsMasterProtein,P62322,U6 snRNA-associated Sm-like protein LSm5 OS=Mus musculus GN=Lsm5 PE=3 SV=2,31.8681318681319,2,3,2,1,91,9.931,4.54,,,,,,,,2,26,0.00509604076832615,Yellow,2.24792448518604
FALSE,IsMasterProtein,P53762,Aryl hydrocarbon receptor nuclear translocator OS=Mus musculus GN=Arnt PE=1 SV=3,3.66624525916561,4,10,2,1,791,86.908,6.64,1.74,1.54,1.14,21.78,26.41,5.86,,4,26,0.00509504213207917,Yellow,2.2374065545255
FALSE,IsMasterProtein,Q9D6J3,Coiled-coil domain-containing protein 94 OS=Mus musculus GN=Ccdc94 PE=1 SV=1,6.36942675159236,2,2,2,1,314,35.966,6.07,1.75,1.04,1.22,4.85,29.89,42.27,,2,26,0.00509404388714734,Yellow,2.23333971056889
FALSE,IsMasterProtein,P03995,Glial fibrillary acidic protein OS=Mus musculus GN=Gfap PE=1 SV=4,10.6976744186047,4,4,4,1,430,49.87,5.34,1.53,1.59,1.34,26.11,40.26,37.9,,4,26,0.00509304603330069,Yellow,2.23037336247944
FALSE,IsMasterProtein,O88874,Cyclin-K OS=Mus musculus GN=Ccnk PE=1 SV=3,11.1913357400722,3,3,3,1,554,61.324,8.41,0.91,1.08,1,8.23,21.51,30.87,,3,26,0.00509204857030944,Yellow,2.22814987179234
FALSE,IsMasterProtein,O88935,Synapsin-1 OS=Mus musculus GN=Syn1 PE=1 SV=2,5.94900849858357,4,4,4,1,706,74.052,9.8,1.48,1.17,1,34.15,35.99,31.39,,4,26,0.005091051497944,Yellow,2.22671978250343
FALSE,IsMasterProtein,Q8QZV7,Protein asunder homolog OS=Mus musculus GN=Asun PE=1 SV=2,6.14754098360656,3,3,3,1,732,82.728,6.92,1.93,1.35,1.1,9.46,22.17,72.46,,3,26,0.00509005481597494,Yellow,2.21986373681963
FALSE,IsMasterProtein,Q3UJT6,Putative uncharacterized protein OS=Mus musculus GN=Rfc1 PE=2 SV=1,5.65068493150685,4,4,4,1,584,64.667,9.42,,,,,,,,4,26,0.00508905852417303,Yellow,2.2191274273852
FALSE,IsMasterProtein,Q91W61,F-box/LRR-repeat protein 15 OS=Mus musculus GN=Fbxl15 PE=1 SV=2,24.3333333333333,4,4,4,1,300,33.105,7.43,1.48,1.29,0.88,38.55,42.19,73.76,,4,26,0.0050880626223092,Yellow,2.21271448301763
FALSE,IsMasterProtein,Q61297,Alpha-amylase OS=Mus musculus PE=2 SV=1,22.8448275862069,2,2,2,1,232,26.492,7.39,1.3,1.55,1.25,11.25,26.52,10.5,,2,26,0.00508706711015457,Yellow,2.20953231834779
FALSE,IsMasterProtein,Q99ME9,Nucleolar GTP-binding protein 1 OS=Mus musculus GN=Gtpbp4 PE=1 SV=3,8.04416403785489,5,5,5,1,634,74.066,9.52,1.63,1.26,1.57,31.62,49.66,92.27,,5,26,0.00508607198748044,Yellow,2.2061704045501
FALSE,IsMasterProtein,Q8R1M2,Histone H2A.J OS=Mus musculus GN=H2afj PE=1 SV=1,8.52713178294574,1,4,1,1,129,14.037,11.05,2.04,1.39,1.09,17.11,23.65,23.97,,1,26,0.00508507725405828,Yellow,2.20273649668641
FALSE,IsMasterProtein,A2AJQ0,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial OS=Mus musculus GN=Pdp1 PE=1 SV=2",6.19765494137353,3,3,3,1,597,67.573,7.06,1.46,1.83,1.45,21.96,59.94,39.16,,3,26,0.00508408290965976,Yellow,2.20263765768975
FALSE,IsMasterProtein,Q5DTM8,E3 ubiquitin-protein ligase BRE1A OS=Mus musculus GN=Rnf20 PE=1 SV=2,4.52209660842754,5,5,5,1,973,113.45,5.96,1.65,1.26,0.99,28.98,27.66,36.92,,5,26,0.0050830889540567,Yellow,2.1992531293864
FALSE,IsMasterProtein,Q792A4,Cox7ah OS=Mus musculus GN=Cox7a1 PE=2 SV=1,16.25,1,3,1,1,80,8.981,9.79,,,,,,,,1,26,0.00508209538702111,Yellow,2.19466283406538
FALSE,IsMasterProtein,Q3TVW6,LIM and cysteine-rich domains 1 OS=Mus musculus GN=Lmcd1 PE=2 SV=1,6.02739726027397,2,2,2,1,365,40.969,7.93,0.93,1.33,1.37,8.51,2.48,28.02,,2,26,0.00508110220832519,Yellow,2.19036409628632
FALSE,IsMasterProteinCandidate,Q3UKZ1,Syndecan OS=Mus musculus GN=Sdc4 PE=2 SV=1,8.08080808080808,2,2,2,1,198,21.435,4.41,5.64,2.93,3.01,28.2,38.85,11.63,,2,26,0.00508010941774131,Yellow,2.18811928254888
FALSE,IsMasterProtein,Q3U5S6,Syndecan OS=Mus musculus GN=Sdc4 PE=2 SV=1,8.08080808080808,2,2,2,1,198,21.469,4.41,5.64,2.93,3.01,28.2,38.85,11.63,,2,26,0.00508010941774131,Yellow,2.18811928254888
FALSE,IsMasterProtein,Q80Y98,Phospholipase DDHD2 OS=Mus musculus GN=Ddhd2 PE=1 SV=3,2.57510729613734,2,4,2,1,699,79.527,5.31,,,,,,,,2,26,0.005079117015042,Yellow,2.1824592897503
FALSE,IsMasterProteinCandidate,Q80Y98-3,Isoform 3 of Phospholipase DDHD2 OS=Mus musculus GN=Ddhd2,3.18021201413428,2,4,2,1,566,64.506,5.14,,,,,,,,2,26,0.005079117015042,Yellow,2.1824592897503
FALSE,IsMasterProtein,E9Q309,Protein Cep350 OS=Mus musculus GN=Cep350 PE=1 SV=1,3.4248788368336,11,15,9,1,3095,346.244,6.35,1.49,1.51,1.4,28,30.29,33.64,,11,26,0.005078125,Yellow,2.17811050362131
FALSE,IsMasterProteinCandidate,Q5J8K5,CAST1/ERC2 splicing variant-4 OS=Mus musculus GN=Erc2 PE=2 SV=1,8.18467995802728,5,6,4,1,953,110.157,7.03,4.32,3.47,2.48,23.28,16.87,57.43,,5,26,0.00507713337238821,Yellow,2.17491390327371
FALSE,IsMasterProteinCandidate,Q3UHT7,Putative uncharacterized protein OS=Mus musculus GN=Erc2 PE=2 SV=1,7.98362333674514,5,6,4,1,977,112.988,7.09,4.32,3.47,2.48,23.28,16.87,57.43,,5,26,0.00507713337238821,Yellow,2.17491390327371
FALSE,IsMasterProtein,Q6PH08-3,Isoform 3 of ERC protein 2 OS=Mus musculus GN=Erc2,7.78443113772455,5,6,4,1,1002,115.431,7.58,4.32,3.47,2.48,23.28,16.87,57.43,,5,26,0.00507713337238821,Yellow,2.17491390327371
FALSE,IsMasterProteinCandidate,Q5J8K6,CAST1/ERC2 splicing variant-3 OS=Mus musculus GN=Erc2 PE=2 SV=1,8.15047021943574,5,6,4,1,957,110.571,7.03,4.32,3.47,2.48,23.28,16.87,57.43,,5,26,0.00507713337238821,Yellow,2.17491390327371
FALSE,IsMasterProteinCandidate,P16882-2,Isoform 2 of Growth hormone receptor OS=Mus musculus GN=Ghr,5.38720538720539,2,2,2,1,297,34.083,6.62,0.62,1.19,0.73,41.17,53.06,30.98,,2,26,0.0050761421319797,Yellow,2.17449466707764
FALSE,IsMasterProtein,P16882,Growth hormone receptor OS=Mus musculus GN=Ghr PE=1 SV=1,2.46153846153846,2,2,2,1,650,72.737,4.86,0.62,1.19,0.73,41.17,53.06,30.98,,2,26,0.0050761421319797,Yellow,2.17449466707764
FALSE,IsMasterProteinCandidate,Q3UNY8,Putative uncharacterized protein OS=Mus musculus GN=Ghr PE=2 SV=1,2.46153846153846,2,2,2,1,650,72.563,4.83,0.62,1.19,0.73,41.17,53.06,30.98,,2,26,0.0050761421319797,Yellow,2.17449466707764
FALSE,IsMasterProteinCandidate,Q3UP14,Growth hormone receptor OS=Mus musculus GN=Ghr PE=1 SV=1,2.46153846153846,2,2,2,1,650,72.577,4.83,0.62,1.19,0.73,41.17,53.06,30.98,,2,26,0.0050761421319797,Yellow,2.17449466707764
FALSE,IsMasterProteinCandidate,Q3TMG7,Protein yippee-like OS=Mus musculus GN=Ypel5 PE=2 SV=1,8.26446280991736,1,2,1,1,121,13.79,6.76,1.03,1.04,0.99,5.82,8.87,11.99,,1,26,0.00507515127854773,Yellow,2.1744799750226
FALSE,IsMasterProteinCandidate,Q65Z92,Protein yippee-like OS=Mus musculus GN=Ypel5 PE=2 SV=1,8.26446280991736,1,2,1,1,121,13.819,7.31,1.03,1.04,0.99,5.82,8.87,11.99,,1,26,0.00507515127854773,Yellow,2.1744799750226
FALSE,IsMasterProteinCandidate,Q3TDV0,Protein yippee-like OS=Mus musculus GN=Ypel5 PE=2 SV=1,8.26446280991736,1,2,1,1,121,13.863,7.31,1.03,1.04,0.99,5.82,8.87,11.99,,1,26,0.00507515127854773,Yellow,2.1744799750226
FALSE,IsMasterProtein,P62700,Protein yippee-like 5 OS=Mus musculus GN=Ypel5 PE=1 SV=1,8.26446280991736,1,2,1,1,121,13.833,7.31,1.03,1.04,0.99,5.82,8.87,11.99,,1,26,0.00507515127854773,Yellow,2.1744799750226
